product,signal,source_family,description,n,nonzero_n,coverage,corr_fwd1,abs_corr_fwd1,direction,directed_corr_fwd1,directed_corr_fwd5,directed_corr_fwd10,directed_hit_rate,directed_quantile_edge,directed_z_proxy_pnl,mean_signal,std_signal,positive_day_fraction,day_corr_min,day_corr_median
VEV_4000,option_time_value_pct_spot,options_value,Option time value scaled by underlying spot.,29997,5971,0.9999,-0.44695513903264356,0.44695513903264356,inverted,0.44695513903264356,0.26465660709016275,0.1925534970217061,0.635948706802869,0.13923678268682602,18993.634511516437,2.2314474438643016e-06,0.00015784622487029746,1.0,0.4409398791285618,0.44681841569958003
VEV_4000,option_time_value,options_value,Option mid minus intrinsic value.,29997,5971,0.9999,-0.446949266659084,0.446949266659084,inverted,0.446949266659084,0.26465202940717913,0.1925744657309154,0.635948706802869,0.13923678268682602,18993.558066905698,0.0117,0.8286752480649814,1.0,0.44090035679007705,0.4468465049302183
VEV_4500,micro_edge_l3,microprice,Three-level microprice minus mid.,29997,7015,0.9999,0.43918869508562414,0.43918869508562414,positive,0.43918869508562414,0.23967222411411254,0.16863468744076612,0.6793264733395696,0.15395359112157098,16493.635823952514,0.0062653435808494385,0.42731953784934773,1.0,0.43585385777197505,0.4369045154402286
VEV_4500,book_slope_skew,book_shape,Bid-side versus ask-side level spacing.,29997,7015,0.9999,-0.4296916010818906,0.4296916010818906,inverted,0.4296916010818906,0.23446671811662403,0.165272013762432,0.6793264733395696,0.15395359112157098,16137.143661626516,-0.013966666666666667,0.9502289356026563,1.0,0.4271563356512871,0.4275144280966735
VEV_4500,micro_l1_plus_inv_imb_l3,composite_book,Level-1 microprice edge plus inverted three-level imbalance.,29997,29997,0.9999,0.4282190562338807,0.4282190562338807,positive,0.4282190562338807,0.23369111761165656,0.16587265927104625,0.5100512773971049,0.07400227660711212,16077.747516080852,-0.0021727574211096176,1.1449971203172702,1.0,0.4182308323344251,0.426610228331508
VEV_4500,depth_ratio_l3,book_depth,Log bid/ask depth ratio across three levels.,29997,549,0.9999,-0.4090598935192047,0.4090598935192047,inverted,0.4090598935192047,0.22309791150561067,0.15896102649113186,0.9963570127504554,0.07400227660711212,15356.999024481906,-9.485790915186255e-05,0.017272823283283573,1.0,0.39954838856683494,0.4049811833654538
VEV_4500,imbalance_l3,book_imbalance,Three-level volume imbalance.,29997,549,0.9999,-0.4089311980825576,0.4089311980825576,inverted,0.4089311980825576,0.22299026029686767,0.15887714360941319,0.9963570127504554,0.07400227660711212,15352.23825690549,-4.903170708444316e-05,0.008938899197004227,1.0,0.39947063235284486,0.4047928796538508
VEV_4500,wall_skew_1,book_walls,Top-level wall concentration skew.,29997,549,0.9999,0.40592449694403593,0.40592449694403593,positive,0.40592449694403593,0.2201835954814469,0.15622804313958802,0.9963570127504554,0.07400227660711212,15250.430375127282,9.88707122162675e-05,0.03122410568605533,1.0,0.39559999896631387,0.4058669502800643
VEV_4500,book_pressure_3,book_imbalance,Three-level imbalance scaled by spread.,29997,549,0.9999,-0.40561925294135137,0.40561925294135137,inverted,0.40561925294135137,0.2216982847517039,0.15832368091700783,0.9963570127504554,0.07400227660711212,15229.275981129826,0.00014666160928853257,0.07176818505771344,1.0,0.3969165680397601,0.4012002756661347
VEV_4500,micro_l3_plus_ofi_10,composite_book,Three-level microprice edge plus rolling top-of-book OFI.,29997,29997,0.9999,0.4034090136941707,0.4034090136941707,positive,0.4034090136941707,0.218812652900468,0.15476052145894842,0.5371874574579117,0.5802343174890701,15149.651521383254,0.004100390864508022,1.4219911993465468,1.0,0.39771600731876366,0.40284542038639404
VEV_4500,imbalance_l1,book_imbalance,Top-of-book volume imbalance.,29997,549,0.9999,0.40118466478087944,0.40118466478087944,positive,0.40118466478087944,0.21846861373846052,0.15356567630466283,0.9963570127504554,0.07400227660711212,15078.650205267091,0.00015771621080444613,0.06291484039384412,1.0,0.39362716333059583,0.40011430758586963
VEV_4500,micro_edge_l1,microprice,Level-1 microprice minus mid.,29997,549,0.9999,0.3973674295563917,0.3973674295563917,positive,0.3973674295563917,0.21710470555324834,0.1532417838669551,0.9963570127504554,0.07400227660711212,14939.807824965328,-0.0014182627938510222,0.25287240141781486,1.0,0.38898760330024895,0.39529171539053226
VEV_4500,option_time_value_pct_spot,options_value,Option time value scaled by underlying spot.,29997,17635,0.9999,-0.37618643324584555,0.37618643324584555,inverted,0.37618643324584555,0.20561422168803253,0.14464165478233157,0.6289684142499394,0.7582894157297264,14126.462732872078,2.1891477803065616e-06,0.00014455212655060294,1.0,0.36706738833040486,0.3759287891997398
VEV_4500,option_time_value,options_value,Option mid minus intrinsic value.,29997,17635,0.9999,-0.3761754085584166,0.3761754085584166,inverted,0.3761754085584166,0.20561064542667087,0.144651710814175,0.6289684142499394,0.6611440104472541,14126.17733328609,0.011466666666666667,0.7588946213125359,1.0,0.36703620474257503,0.3759415137624268
VELVETFRUIT_EXTRACT,micro_edge_l3,microprice,Three-level microprice minus mid.,29997,17586,0.9999,0.36995599838319754,0.36995599838319754,positive,0.36995599838319754,0.1891749140352162,0.13754792974212146,0.6828924714352794,0.9387787285032724,12552.501012471072,0.016809139925023586,0.3727802972309043,1.0,0.3646009000130821,0.3698038681645666
VEV_5300,book_slope_skew,book_shape,Bid-side versus ask-side level spacing.,29997,8140,0.9999,-0.3552290495664074,0.3552290495664074,inverted,0.3552290495664074,0.20599944341225818,0.1525507270417818,0.9069182389937107,0.10548987201253762,5278.491843788734,-0.0026,0.5247879763110711,1.0,0.3228713245219315,0.3650679583473273
VEV_5300,micro_edge_l3,microprice,Three-level microprice minus mid.,29997,8350,0.9999,0.35507170559729695,0.35507170559729695,positive,0.35507170559729695,0.20682262379753263,0.15253891376113274,0.897442203639941,0.10587923147245022,5276.276051227669,0.0014758252721630597,0.17720463843673107,1.0,0.323169570416755,0.36409228494550433
VEV_5300,wall_skew_1,book_walls,Top-level wall concentration skew.,29997,8170,0.9999,0.35446991740687417,0.35446991740687417,positive,0.35446991740687417,0.20625761443264803,0.15307949757807374,0.9055236190952262,0.10580084173714796,5267.033095181382,0.0014020139457785455,0.3513927389339423,1.0,0.3221050532314331,0.3640579528688137
VEV_5300,imbalance_l1,book_imbalance,Top-of-book volume imbalance.,29997,8348,0.9999,0.3532782469306844,0.3532782469306844,positive,0.3532782469306844,0.20610261242996267,0.15277715972766598,0.8993602362204725,0.1061459462238169,5249.10339752397,0.0011395537786225095,0.2690121324054891,1.0,0.3206042855945131,0.3628184898404046
VELVETFRUIT_EXTRACT,book_slope_skew,book_shape,Bid-side versus ask-side level spacing.,29997,17578,0.9999,-0.3526077415137579,0.3526077415137579,inverted,0.3526077415137579,0.18196699785138878,0.1328559907470637,0.6826938136256852,0.8048767892454702,11964.13618945278,-0.03966666666666667,0.9678797008199922,1.0,0.3478179711500373,0.3529705979513317
VELVETFRUIT_EXTRACT,micro_l1_plus_inv_imb_l3,composite_book,Level-1 microprice edge plus inverted three-level imbalance.,29997,29997,0.9999,0.35099178784487567,0.35099178784487567,positive,0.35099178784487567,0.1779544943901182,0.12865919278668916,0.6059653936363234,0.939284499673786,11908.724499249576,-0.017531325202628817,2.633911260291908,1.0,0.3459094755967905,0.3489092960115583
VEV_5300,micro_edge_l1,microprice,Level-1 microprice minus mid.,29997,8348,0.9999,0.34958081567075155,0.34958081567075155,positive,0.34958081567075155,0.2049115026883599,0.15308291203216576,0.8993602362204725,0.1061459462238169,5196.9069307162135,2.8767685822531775e-05,0.2603322454387213,1.0,0.3215514289888538,0.3573876885517595
VEV_4000,imbalance_change_l3,book_imbalance,One-tick three-level imbalance change.,29994,1083,0.9998,-0.33979260713134796,0.33979260713134796,inverted,0.33979260713134796,0.20105146187221903,0.15060499201926072,0.7984913793103449,0.09808976254820524,14450.041884922472,1.5035773702502577e-21,0.010218523145615587,1.0,0.33328069445490854,0.33962468114693894
HYDROGEL_PACK,micro_l1_plus_inv_imb_l3,composite_book,Level-1 microprice edge plus inverted three-level imbalance.,29997,29997,0.9999,0.33564546363032866,0.33564546363032866,positive,0.33564546363032866,0.15712178029923743,0.11322281879900262,0.5199658425504229,0.1352684423281983,21851.337778751058,0.0037759154559300345,1.6630876093501634,1.0,0.33037932566924233,0.33666754467615695
HYDROGEL_PACK,micro_edge_l3,microprice,Three-level microprice minus mid.,29997,27254,0.9999,0.33310183067916727,0.33310183067916727,positive,0.33310183067916727,0.15131721865270606,0.10809276818842851,0.5793873124887041,1.0806849099415126,21682.32366079041,0.009987812934227076,0.5543114736516208,1.0,0.3312965473362119,0.3314946169272621
HYDROGEL_PACK,imbalance_l3,book_imbalance,Three-level volume imbalance.,29997,990,0.9999,-0.32679981854907764,0.32679981854907764,inverted,0.32679981854907764,0.15361009960307914,0.11120543992161044,0.9836734693877551,0.1352684423281983,21277.687208153402,-9.682007458558928e-05,0.016210100965788357,1.0,0.32017410612968883,0.32774534232728375
HYDROGEL_PACK,xprod_HYDROGEL_PACK_imbalance_l3,cross_product_book,HYDROGEL_PACK imbalance_l3 aligned to all products.,29997,990,0.9999,-0.32679981854907764,0.32679981854907764,inverted,0.32679981854907764,0.15361009960307914,0.11120543992161044,0.9836734693877551,0.1352684423281983,21277.687208153402,-9.682007458558928e-05,0.016210100965788357,1.0,0.32017410612968883,0.32774534232728375
HYDROGEL_PACK,depth_ratio_l3,book_depth,Log bid/ask depth ratio across three levels.,29997,990,0.9999,-0.32670066968381317,0.32670066968381317,inverted,0.32670066968381317,0.153558930333154,0.11116763816582088,0.9836734693877551,0.1352684423281983,21271.201593186335,-0.00018944210051687836,0.031743672597479185,1.0,0.3200557302758959,0.32766484408444135
HYDROGEL_PACK,book_pressure_3,book_imbalance,Three-level imbalance scaled by spread.,29997,990,0.9999,-0.3242527909940961,0.3242527909940961,inverted,0.3242527909940961,0.15200307864787965,0.11050372649850017,0.9836734693877551,0.1352684423281983,21110.072214345553,0.0006565923479066264,0.12964542381044947,1.0,0.31726851561288827,0.3245359337239124
HYDROGEL_PACK,wall_skew_1,book_walls,Top-level wall concentration skew.,29997,990,0.9999,0.32136960396510617,0.32136960396510617,positive,0.32136960396510617,0.14988699036953765,0.10718072595516286,0.9836734693877551,0.1352684423281983,20919.2837934544,0.00026182121264859586,0.03333628099656571,1.0,0.3190367467619945,0.3223289609867411
VELVETFRUIT_EXTRACT,imbalance_l3,book_imbalance,Three-level volume imbalance.,29997,2266,0.9999,-0.32085381597842344,0.32085381597842344,inverted,0.32085381597842344,0.16108097293716797,0.1155411892504382,0.9265426052889324,0.10769641958859201,10883.56479172167,-2.842551908569199e-05,0.019914349495936203,1.0,0.3136243323565531,0.314244211150626
VELVETFRUIT_EXTRACT,underlying_imbalance_l3,cross_underlying,Underlying three-level book imbalance aligned to each product timestamp.,29997,2266,0.9999,-0.32085381597842344,0.32085381597842344,inverted,0.32085381597842344,0.16108097293716797,0.1155411892504382,0.9265426052889324,0.10769641958859201,10883.56479172167,-2.842551908569199e-05,0.019914349495936203,1.0,0.3136243323565531,0.314244211150626
VELVETFRUIT_EXTRACT,xprod_VELVETFRUIT_EXTRACT_imbalance_l3,cross_product_book,VELVETFRUIT_EXTRACT imbalance_l3 aligned to all products.,29997,2266,0.9999,-0.32085381597842344,0.32085381597842344,inverted,0.32085381597842344,0.16108097293716797,0.1155411892504382,0.9265426052889324,0.10769641958859201,10883.56479172167,-2.842551908569199e-05,0.019914349495936203,1.0,0.3136243323565531,0.314244211150626
VELVETFRUIT_EXTRACT,depth_ratio_l3,book_depth,Log bid/ask depth ratio across three levels.,29997,2266,0.9999,-0.3207538746588221,0.3207538746588221,inverted,0.3207538746588221,0.16103117316760426,0.11550001486260165,0.9265426052889324,0.10769641958859201,10880.19369500651,-5.5972093136945285e-05,0.03930522573581376,1.0,0.3134595972655934,0.3141944676267372
HYDROGEL_PACK,book_slope_skew,book_shape,Bid-side versus ask-side level spacing.,29997,27254,0.9999,-0.3180323489472567,0.3180323489472567,inverted,0.3180323489472567,0.14383450936784947,0.10315798429446027,0.5793873124887041,0.7596678955814626,20699.484004486025,-0.0211,1.3761484595854574,1.0,0.31459061256593074,0.31638372796794323
VEV_5500,mid_zscore_5,price_reversion,Mid-price z-score over 5 ticks.,8968,8854,0.29893333333333333,-0.31518835168262627,0.31518835168262627,inverted,0.31518835168262627,0.32522692553044247,0.3144309675671438,0.7866614664586583,0.2256491375462732,778.0011636022608,0.0015040793826661255,1.133156320238602,1.0,0.306237669490485,0.31458623164134036
VEV_5300,trade_qty_imbalance,trade_flow,Signed quantity divided by total trade quantity.,121,120,0.004033333333333333,0.31036484692925925,0.31036484692925925,positive,0.31036484692925925,0.12509751872606423,0.09998868447380135,0.8695652173913043,0.02014028751996666,15.585793052351878,-0.9752066115702479,0.20260017758117305,1.0,0.3630942607902225,0.38621893674891233
HYDROGEL_PACK,imbalance_l1,book_imbalance,Top-of-book volume imbalance.,29997,961,0.9999,0.2988804860174994,0.2988804860174994,positive,0.2988804860174994,0.13868996570124897,0.09835813421801277,0.9842271293375394,0.13140722667406188,19456.13491592751,0.0005108659481637002,0.05794017136977524,1.0,0.29733553250069694,0.29958037957579764
VELVETFRUIT_EXTRACT,book_pressure_3,book_imbalance,Three-level imbalance scaled by spread.,29997,2266,0.9999,-0.29837425601448786,0.29837425601448786,inverted,0.29837425601448786,0.1486936446756518,0.10720447400764331,0.9265426052889324,0.10769641958859201,10119.157699425967,0.002568447433683827,0.048181440536667515,1.0,0.2888329896085005,0.29380496435208503
HYDROGEL_PACK,micro_edge_l1,microprice,Level-1 microprice minus mid.,29997,961,0.9999,0.2969983916868097,0.2969983916868097,positive,0.2969983916868097,0.1372400235338123,0.09743558468665416,0.9842271293375394,0.13140722667406188,19335.769899295366,-0.0003382984663845491,0.2304530421308037,1.0,0.2952524019986344,0.29757935640551764
HYDROGEL_PACK,xprod_HYDROGEL_PACK_micro_edge_l1,cross_product_book,HYDROGEL_PACK micro_edge_l1 aligned to all products.,29997,961,0.9999,0.2969983916868097,0.2969983916868097,positive,0.2969983916868097,0.1372400235338123,0.09743558468665416,0.9842271293375394,0.13140722667406188,19335.769899295366,-0.0003382984663845491,0.2304530421308037,1.0,0.2952524019986344,0.29757935640551764
HYDROGEL_PACK,micro_l3_plus_ofi_10,composite_book,Three-level microprice edge plus rolling top-of-book OFI.,29997,29997,0.9999,0.2934621887182201,0.2934621887182201,positive,0.2934621887182201,0.12556100750148189,0.08521954692096459,0.5556685100845804,1.0583270576474508,19100.731811907215,0.00866802935211768,1.9100278762254406,1.0,0.2912742827647576,0.29426344897893625
VEV_4500,imbalance_change_l3,book_imbalance,One-tick three-level imbalance change.,29994,1083,0.9998,-0.2930973328770448,0.2930973328770448,inverted,0.2930973328770448,0.16177875614041956,0.11619262564102484,0.7985074626865671,0.07422089291051154,11006.101517996161,-3.469793931346749e-22,0.012708909588245039,1.0,0.2861457910906933,0.2953364525950232
VEV_5200,micro_edge_l3,microprice,Three-level microprice minus mid.,29997,10558,0.9999,0.29246817192694424,0.29246817192694424,positive,0.29246817192694424,0.1535733371477491,0.10189344579162532,0.7743146214099217,0.1393686090868872,6048.92966626543,0.004716828073676112,0.2095816655471543,1.0,0.26202747262206744,0.3074708374796094
VEV_5200,book_slope_skew,book_shape,Bid-side versus ask-side level spacing.,29997,10472,0.9999,-0.2904952605979121,0.2904952605979121,inverted,0.2904952605979121,0.1523918770739046,0.10127479070337811,0.7772089182493807,0.13890593050061711,6009.138921144608,-0.011533333333333333,0.6087248971598224,1.0,0.26246525179587565,0.3054472679511239
VEV_5500,wall_skew_1,book_walls,Top-level wall concentration skew.,29997,1199,0.9999,0.2884225727742233,0.2884225727742233,positive,0.2884225727742233,0.2284120214229431,0.2008173858049987,1.0,0.010426268973197293,1533.1147303314629,0.0003213075538468408,0.13548505315336865,1.0,0.2668204783577837,0.2887271772842255
VEV_5500,imbalance_l1,book_imbalance,Top-of-book volume imbalance.,29997,1683,0.9999,0.2869608024489039,0.2869608024489039,positive,0.2869608024489039,0.22626047591851456,0.19820608267939188,0.9758842443729904,0.01068399542800615,1525.3299179222345,3.541613730867912e-05,0.10461959809273468,1.0,0.26709108970398043,0.2845096667699187
VEV_5500,micro_edge_l1,microprice,Level-1 microprice minus mid.,29997,1683,0.9999,0.286837259026742,0.286837259026742,positive,0.286837259026742,0.226363891787597,0.1981035138755036,0.9758842443729904,0.01068399542800615,1524.8209495508088,6.459784504863345e-06,0.05238092536182054,1.0,0.26803847194534425,0.28333484847051665
VEV_5500,book_slope_skew,book_shape,Bid-side versus ask-side level spacing.,29997,1199,0.9999,-0.2867704349621374,0.2867704349621374,inverted,0.2867704349621374,0.2289257005016652,0.2019694193031867,1.0,0.010426268973197293,1524.8336360533594,-0.0005666666666666667,0.1999191781982974,1.0,0.26426879484232485,0.29138674570616674
VEV_5500,micro_edge_l3,microprice,Three-level microprice minus mid.,29997,1683,0.9999,0.2860270553670321,0.2860270553670321,positive,0.2860270553670321,0.2275809764407574,0.19943385074289152,0.9758842443729904,0.01068399542800615,1521.2204894114589,6.106809481715576e-05,0.06778036055249026,1.0,0.267016567489313,0.2860483529717112
VEV_5400,mid_zscore_5,price_reversion,Mid-price z-score over 5 ticks.,20395,20059,0.6798333333333333,-0.28587658363634594,0.28587658363634594,inverted,0.28587658363634594,0.21104926222560924,0.15208206819786374,0.7353503184713376,0.2180577019453384,1663.059771604429,-0.0026671658486583966,1.1309342803111964,1.0,0.2739788086387364,0.27783691366241203
VEV_5200,imbalance_l1,book_imbalance,Top-of-book volume imbalance.,29997,10558,0.9999,0.28540964398590174,0.28540964398590174,positive,0.28540964398590174,0.1510732838162469,0.10068864493778584,0.7764360313315927,0.14005741371810354,5903.200357961345,0.0016708396496559303,0.3081306660191313,1.0,0.2543160217019213,0.3008030718529304
VEV_4000,mid_momentum_1,price_momentum,Mid-price momentum over 1 ticks.,29994,21876,0.9998,-0.2841341261145195,0.2841341261145195,inverted,0.2841341261145195,0.17273654435031904,0.12420270385635762,0.544589116816116,0.4964890660205139,12072.298595982527,0.0014001400140014,1.416750624062477,1.0,0.27933165166394147,0.28608116084893664
VEV_4000,mid_reversion_1,price_reversion,Negative 1-tick mid-price momentum.,29994,21876,0.9998,0.2841341261145195,0.2841341261145195,positive,0.2841341261145195,0.17273654435031904,0.12420270385635762,0.544589116816116,0.4964890660205139,12072.298595982527,-0.0014001400140014,1.416750624062477,1.0,0.27933165166394147,0.28608116084893664
VEV_4000,xprod_VEV_4000_ret_lag_1,cross_product_lead_lag,VEV_4000 one-step return lagged 1 ticks.,29994,21876,0.9998,-0.2841341261145195,0.2841341261145195,inverted,0.2841341261145195,0.17273654435031904,0.12420270385635762,0.544589116816116,0.4964890660205139,12072.251715658462,0.0015336400613456024,1.4167566228050017,1.0,0.27933165166394147,0.28608116084893664
VEV_5200,wall_skew_1,book_walls,Top-level wall concentration skew.,29997,10557,0.9999,0.2840372723461848,0.2840372723461848,positive,0.2840372723461848,0.1500880805126113,0.10021212967123207,0.7765627550187694,0.14007486706648745,5875.458681900883,0.002248892839143831,0.3998237473139999,1.0,0.2543219172533658,0.2991317805773798
VELVETFRUIT_EXTRACT,imbalance_l1,book_imbalance,Top-of-book volume imbalance.,29997,17579,0.9999,0.2806662006925832,0.2806662006925832,positive,0.2806662006925832,0.1440646908899179,0.10511222913472652,0.6827969618667293,0.8057004546596831,9523.888132653567,0.0006221383939312547,0.3948956887222878,1.0,0.27806811025686384,0.28012934626692726
VEV_5200,micro_edge_l1,microprice,Level-1 microprice minus mid.,29997,10558,0.9999,0.27763955013659786,0.27763955013659786,positive,0.27763955013659786,0.14716102682480806,0.09867615647742366,0.7764360313315927,0.14005741371810354,5735.314863999604,-0.0005621624166656213,0.4276680323582542,1.0,0.2478521587639401,0.2897848362938663
VEV_5200,micro_l1_plus_inv_imb_l3,composite_book,Level-1 microprice edge plus inverted three-level imbalance.,29997,29997,0.9999,0.27719196113931743,0.27719196113931743,positive,0.27719196113931743,0.14184898191666118,0.09441224237033632,0.5989492119089317,0.1404616144560995,5722.003125029537,0.00012068479996575523,1.1788731576383902,1.0,0.2509509768380603,0.2867962636986664
VEV_5400,wall_skew_1,book_walls,Top-level wall concentration skew.,29997,2936,0.9999,0.2740839080425975,0.2740839080425975,positive,0.2740839080425975,0.19519715930140105,0.1540788289568951,0.9881831610044313,0.02420584282908802,2216.853980933961,0.0017424032747750298,0.2111969043672122,1.0,0.2611550338392455,0.2774294066004621
VEV_5400,imbalance_l1,book_imbalance,Top-of-book volume imbalance.,29997,3334,0.9999,0.2731118577759381,0.2731118577759381,positive,0.2731118577759381,0.19328230197469826,0.15226611308146254,0.9552649690295939,0.02442775001500272,2209.0252948285442,0.001191250324573051,0.1618418444808355,1.0,0.25998761652779057,0.27689614364699944
VEV_5400,micro_edge_l1,microprice,Level-1 microprice minus mid.,29997,3334,0.9999,0.27275932260499325,0.27275932260499325,positive,0.27275932260499325,0.19313865528513285,0.15186285148385467,0.9552649690295939,0.02442775001500272,2206.102667217415,0.0005754347966319175,0.08105218747032968,1.0,0.2595030757104769,0.27637448405875237
VEV_5400,book_slope_skew,book_shape,Bid-side versus ask-side level spacing.,29997,2936,0.9999,-0.2726021670360753,0.2726021670360753,inverted,0.2726021670360753,0.19573034570768058,0.15569206375204472,0.9881831610044313,0.02420584282908802,2204.972858063559,-0.002533333333333333,0.3128314418435628,1.0,0.260391053569848,0.27570837879569005
VEV_5400,micro_edge_l3,microprice,Three-level microprice minus mid.,29997,3334,0.9999,0.2719287135225555,0.2719287135225555,positive,0.2719287135225555,0.19405063202397674,0.15329337658332234,0.9552649690295939,0.02442775001500272,2199.5962726321377,0.0007562398113603007,0.10497453380762772,1.0,0.25961551125588683,0.2754790766158138
VEV_5000,micro_edge_l3,microprice,Three-level microprice minus mid.,29997,14945,0.9999,0.26380321448882843,0.26380321448882843,positive,0.26380321448882843,0.1254535391968597,0.08582135605987316,0.6654715665770342,0.6109962290702333,7761.821495528026,0.0016365590797466373,0.2805143565351243,1.0,0.2504712669471371,0.2697511854970433
VEV_5500,mid_zscore_10,price_reversion,Mid-price z-score over 10 ticks.,16214,12784,0.5404666666666667,-0.2629260775558882,0.2629260775558882,inverted,0.2629260775558882,0.27085820902904106,0.26245307405593704,0.7702297702297702,0.16979969183359012,956.5859808377322,0.0014653244487379017,1.1048173278699982,1.0,0.25106193668145044,0.2662912765601455
VELVETFRUIT_EXTRACT,wall_skew_1,book_walls,Top-level wall concentration skew.,29997,17586,0.9999,0.25431956424868507,0.25431956424868507,positive,0.25431956424868507,0.1314070960491302,0.09633095757142747,0.6828924714352794,0.740549945904769,8629.856001151998,0.0008883078820198399,0.5054568248267444,1.0,0.25168041088659754,0.2535208884598871
VEV_5400,xprod_VEV_5400_ret_lag_1,cross_product_lead_lag,VEV_5400 one-step return lagged 1 ticks.,29994,8408,0.9998,-0.25420449382011656,0.25420449382011656,inverted,0.25420449382011656,0.17483821073993852,0.13050628842903964,0.8562289562289562,0.04195430052465202,2056.395744675255,-8.335000333400013e-05,0.26992343372677097,1.0,0.2347084747790096,0.2617756249937546
VEV_5400,mid_momentum_1,price_momentum,Mid-price momentum over 1 ticks.,29994,8408,0.9998,-0.25420449382011656,0.25420449382011656,inverted,0.25420449382011656,0.17483821073993852,0.13050628842903964,0.8562289562289562,0.04195430052465202,2056.3870548709738,-0.00010001000100010001,0.2699253686230389,1.0,0.2347084747790096,0.2617756249937546
VEV_5400,mid_reversion_1,price_reversion,Negative 1-tick mid-price momentum.,29994,8408,0.9998,0.25420449382011656,0.25420449382011656,positive,0.25420449382011656,0.17483821073993852,0.13050628842903964,0.8562289562289562,0.04195430052465202,2056.3870548709738,0.00010001000100010001,0.2699253686230389,1.0,0.2347084747790096,0.2617756249937546
VEV_5000,book_slope_skew,book_shape,Bid-side versus ask-side level spacing.,29997,14945,0.9999,-0.2520953804244411,0.2520953804244411,inverted,0.2520953804244411,0.11952868818615768,0.082489045072559,0.6654715665770342,0.5934089654918894,7416.4632709876205,-0.0009333333333333333,0.7738340193641051,1.0,0.23829500982812135,0.25808511450052757
