variant_id,k_micro,k_imbalance,threshold,max_order_clip,passive_offset,return_code,run_kind,artifact_mode,run_id,flat_dir,stdout_tail,stderr_tail,rust_final_pnl_total,own_trade_count,turnover_units,notional_turnover
hydro_k1p1_imb1p15_thr0p1_clip20_po1,1.1,1.15,0.1,20,1,0,rank,none,hydro_k1p1_imb1p15_thr0p1_clip20_po1-rank-1777185874258,/Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p15_thr0p1_clip20_po1-rank-1777185874258,trader: hydro_k1p1_imb1p15_thr0p1_clip20_po1.py\ndataset: round3\nmode: fast\nartifacts: metrics-only\nbundle: /Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p15_thr0p1_clip20_po1-rank-1777185874258 [flat multi-run output]\nSET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR\nD=0               0    10000           6       981.00  /Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p15_thr0p1_clip20_po1-rank-1777185874258/round3-day-0-*\nD+1               1    10000           3      -454.00  /Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p15_thr0p1_clip20_po1-rank-1777185874258/round3-day+1-*\nD+2               2    10000           3      -276.00  /Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p15_thr0p1_clip20_po1-rank-1777185874258/round3-day+2-*\nTOTAL             -    30000          12       251.00  -\n,,251.0,12,,
hydro_k1p1_imb1p15_thr0p2_clip20_po0,1.1,1.15,0.2,20,0,0,rank,none,hydro_k1p1_imb1p15_thr0p2_clip20_po0-rank-1777185875593,/Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p15_thr0p2_clip20_po0-rank-1777185875593,trader: hydro_k1p1_imb1p15_thr0p2_clip20_po0.py\ndataset: round3\nmode: fast\nartifacts: metrics-only\nbundle: /Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p15_thr0p2_clip20_po0-rank-1777185875593 [flat multi-run output]\nSET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR\nD=0               0    10000           0         0.00  /Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p15_thr0p2_clip20_po0-rank-1777185875593/round3-day-0-*\nD+1               1    10000           0         0.00  /Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p15_thr0p2_clip20_po0-rank-1777185875593/round3-day+1-*\nD+2               2    10000           0         0.00  /Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p15_thr0p2_clip20_po0-rank-1777185875593/round3-day+2-*\nTOTAL             -    30000           0         0.00  -\n,,0.0,0,,
hydro_k1p1_imb1p15_thr0p2_clip20_po1,1.1,1.15,0.2,20,1,0,rank,none,hydro_k1p1_imb1p15_thr0p2_clip20_po1-rank-1777185876920,/Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p15_thr0p2_clip20_po1-rank-1777185876920,trader: hydro_k1p1_imb1p15_thr0p2_clip20_po1.py\ndataset: round3\nmode: fast\nartifacts: metrics-only\nbundle: /Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p15_thr0p2_clip20_po1-rank-1777185876920 [flat multi-run output]\nSET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR\nD=0               0    10000           6       981.00  /Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p15_thr0p2_clip20_po1-rank-1777185876920/round3-day-0-*\nD+1               1    10000           2      -310.00  /Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p15_thr0p2_clip20_po1-rank-1777185876920/round3-day+1-*\nD+2               2    10000           3      -276.00  /Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p15_thr0p2_clip20_po1-rank-1777185876920/round3-day+2-*\nTOTAL             -    30000          11       395.00  -\n,,395.0,11,,
hydro_k1p1_imb1p25_thr0_clip20_po0,1.1,1.25,0.0,20,0,0,rank,none,hydro_k1p1_imb1p25_thr0_clip20_po0-rank-1777185878276,/Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p25_thr0_clip20_po0-rank-1777185878276,trader: hydro_k1p1_imb1p25_thr0_clip20_po0.py\ndataset: round3\nmode: fast\nartifacts: metrics-only\nbundle: /Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p25_thr0_clip20_po0-rank-1777185878276 [flat multi-run output]\nSET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR\nD=0               0    10000           0         0.00  /Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p25_thr0_clip20_po0-rank-1777185878276/round3-day-0-*\nD+1               1    10000           0         0.00  /Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p25_thr0_clip20_po0-rank-1777185878276/round3-day+1-*\nD+2               2    10000           0         0.00  /Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p25_thr0_clip20_po0-rank-1777185878276/round3-day+2-*\nTOTAL             -    30000           0         0.00  -\n,,0.0,0,,
hydro_k1p1_imb1p25_thr0_clip20_po1,1.1,1.25,0.0,20,1,0,rank,none,hydro_k1p1_imb1p25_thr0_clip20_po1-rank-1777185879566,/Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p25_thr0_clip20_po1-rank-1777185879566,trader: hydro_k1p1_imb1p25_thr0_clip20_po1.py\ndataset: round3\nmode: fast\nartifacts: metrics-only\nbundle: /Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p25_thr0_clip20_po1-rank-1777185879566 [flat multi-run output]\nSET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR\nD=0               0    10000           6       981.00  /Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p25_thr0_clip20_po1-rank-1777185879566/round3-day-0-*\nD+1               1    10000           3      -454.00  /Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p25_thr0_clip20_po1-rank-1777185879566/round3-day+1-*\nD+2               2    10000           3      -276.00  /Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p25_thr0_clip20_po1-rank-1777185879566/round3-day+2-*\nTOTAL             -    30000          12       251.00  -\n,,251.0,12,,
hydro_k1p1_imb1p25_thr0p1_clip20_po0,1.1,1.25,0.1,20,0,0,rank,none,hydro_k1p1_imb1p25_thr0p1_clip20_po0-rank-1777185880869,/Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p25_thr0p1_clip20_po0-rank-1777185880869,trader: hydro_k1p1_imb1p25_thr0p1_clip20_po0.py\ndataset: round3\nmode: fast\nartifacts: metrics-only\nbundle: /Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p25_thr0p1_clip20_po0-rank-1777185880869 [flat multi-run output]\nSET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR\nD=0               0    10000           0         0.00  /Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p25_thr0p1_clip20_po0-rank-1777185880869/round3-day-0-*\nD+1               1    10000           0         0.00  /Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p25_thr0p1_clip20_po0-rank-1777185880869/round3-day+1-*\nD+2               2    10000           0         0.00  /Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p25_thr0p1_clip20_po0-rank-1777185880869/round3-day+2-*\nTOTAL             -    30000           0         0.00  -\n,,0.0,0,,
hydro_k1p1_imb1p25_thr0p1_clip20_po1,1.1,1.25,0.1,20,1,0,rank,none,hydro_k1p1_imb1p25_thr0p1_clip20_po1-rank-1777185882204,/Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p25_thr0p1_clip20_po1-rank-1777185882204,trader: hydro_k1p1_imb1p25_thr0p1_clip20_po1.py\ndataset: round3\nmode: fast\nartifacts: metrics-only\nbundle: /Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p25_thr0p1_clip20_po1-rank-1777185882204 [flat multi-run output]\nSET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR\nD=0               0    10000           6       981.00  /Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p25_thr0p1_clip20_po1-rank-1777185882204/round3-day-0-*\nD+1               1    10000           3      -454.00  /Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p25_thr0p1_clip20_po1-rank-1777185882204/round3-day+1-*\nD+2               2    10000           3      -276.00  /Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p25_thr0p1_clip20_po1-rank-1777185882204/round3-day+2-*\nTOTAL             -    30000          12       251.00  -\n,,251.0,12,,
hydro_k1p1_imb1p25_thr0p2_clip20_po0,1.1,1.25,0.2,20,0,0,rank,none,hydro_k1p1_imb1p25_thr0p2_clip20_po0-rank-1777185883834,/Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p25_thr0p2_clip20_po0-rank-1777185883834,trader: hydro_k1p1_imb1p25_thr0p2_clip20_po0.py\ndataset: round3\nmode: fast\nartifacts: metrics-only\nbundle: /Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p25_thr0p2_clip20_po0-rank-1777185883834 [flat multi-run output]\nSET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR\nD=0               0    10000           0         0.00  /Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p25_thr0p2_clip20_po0-rank-1777185883834/round3-day-0-*\nD+1               1    10000           0         0.00  /Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p25_thr0p2_clip20_po0-rank-1777185883834/round3-day+1-*\nD+2               2    10000           0         0.00  /Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p25_thr0p2_clip20_po0-rank-1777185883834/round3-day+2-*\nTOTAL             -    30000           0         0.00  -\n,,0.0,0,,
hydro_k1p1_imb1p25_thr0p2_clip20_po1,1.1,1.25,0.2,20,1,0,rank,none,hydro_k1p1_imb1p25_thr0p2_clip20_po1-rank-1777185885139,/Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p25_thr0p2_clip20_po1-rank-1777185885139,trader: hydro_k1p1_imb1p25_thr0p2_clip20_po1.py\ndataset: round3\nmode: fast\nartifacts: metrics-only\nbundle: /Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p25_thr0p2_clip20_po1-rank-1777185885139 [flat multi-run output]\nSET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR\nD=0               0    10000           6       981.00  /Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p25_thr0p2_clip20_po1-rank-1777185885139/round3-day-0-*\nD+1               1    10000           2      -310.00  /Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p25_thr0p2_clip20_po1-rank-1777185885139/round3-day+1-*\nD+2               2    10000           3      -276.00  /Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p25_thr0p2_clip20_po1-rank-1777185885139/round3-day+2-*\nTOTAL             -    30000          11       395.00  -\n,,395.0,11,,
hydro_k1p1_imb1p35_thr0_clip20_po0,1.1,1.35,0.0,20,0,0,rank,none,hydro_k1p1_imb1p35_thr0_clip20_po0-rank-1777185886445,/Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p35_thr0_clip20_po0-rank-1777185886445,trader: hydro_k1p1_imb1p35_thr0_clip20_po0.py\ndataset: round3\nmode: fast\nartifacts: metrics-only\nbundle: /Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p35_thr0_clip20_po0-rank-1777185886445 [flat multi-run output]\nSET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR\nD=0               0    10000           0         0.00  /Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p35_thr0_clip20_po0-rank-1777185886445/round3-day-0-*\nD+1               1    10000           0         0.00  /Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p35_thr0_clip20_po0-rank-1777185886445/round3-day+1-*\nD+2               2    10000           0         0.00  /Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p35_thr0_clip20_po0-rank-1777185886445/round3-day+2-*\nTOTAL             -    30000           0         0.00  -\n,,0.0,0,,
hydro_k1p1_imb1p35_thr0_clip20_po1,1.1,1.35,0.0,20,1,0,rank,none,hydro_k1p1_imb1p35_thr0_clip20_po1-rank-1777185887780,/Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p35_thr0_clip20_po1-rank-1777185887780,trader: hydro_k1p1_imb1p35_thr0_clip20_po1.py\ndataset: round3\nmode: fast\nartifacts: metrics-only\nbundle: /Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p35_thr0_clip20_po1-rank-1777185887780 [flat multi-run output]\nSET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR\nD=0               0    10000           6       981.00  /Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p35_thr0_clip20_po1-rank-1777185887780/round3-day-0-*\nD+1               1    10000           3      -454.00  /Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p35_thr0_clip20_po1-rank-1777185887780/round3-day+1-*\nD+2               2    10000           3      -276.00  /Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p35_thr0_clip20_po1-rank-1777185887780/round3-day+2-*\nTOTAL             -    30000          12       251.00  -\n,,251.0,12,,
hydro_k1p1_imb1p35_thr0p1_clip20_po0,1.1,1.35,0.1,20,0,0,rank,none,hydro_k1p1_imb1p35_thr0p1_clip20_po0-rank-1777185889149,/Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p35_thr0p1_clip20_po0-rank-1777185889149,trader: hydro_k1p1_imb1p35_thr0p1_clip20_po0.py\ndataset: round3\nmode: fast\nartifacts: metrics-only\nbundle: /Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p35_thr0p1_clip20_po0-rank-1777185889149 [flat multi-run output]\nSET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR\nD=0               0    10000           0         0.00  /Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p35_thr0p1_clip20_po0-rank-1777185889149/round3-day-0-*\nD+1               1    10000           0         0.00  /Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p35_thr0p1_clip20_po0-rank-1777185889149/round3-day+1-*\nD+2               2    10000           0         0.00  /Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p35_thr0p1_clip20_po0-rank-1777185889149/round3-day+2-*\nTOTAL             -    30000           0         0.00  -\n,,0.0,0,,
hydro_k1p1_imb1p35_thr0p1_clip20_po1,1.1,1.35,0.1,20,1,0,rank,none,hydro_k1p1_imb1p35_thr0p1_clip20_po1-rank-1777185890475,/Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p35_thr0p1_clip20_po1-rank-1777185890475,trader: hydro_k1p1_imb1p35_thr0p1_clip20_po1.py\ndataset: round3\nmode: fast\nartifacts: metrics-only\nbundle: /Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p35_thr0p1_clip20_po1-rank-1777185890475 [flat multi-run output]\nSET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR\nD=0               0    10000           6       981.00  /Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p35_thr0p1_clip20_po1-rank-1777185890475/round3-day-0-*\nD+1               1    10000           3      -454.00  /Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p35_thr0p1_clip20_po1-rank-1777185890475/round3-day+1-*\nD+2               2    10000           3      -276.00  /Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p35_thr0p1_clip20_po1-rank-1777185890475/round3-day+2-*\nTOTAL             -    30000          12       251.00  -\n,,251.0,12,,
hydro_k1p1_imb1p35_thr0p2_clip20_po0,1.1,1.35,0.2,20,0,0,rank,none,hydro_k1p1_imb1p35_thr0p2_clip20_po0-rank-1777185891803,/Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p35_thr0p2_clip20_po0-rank-1777185891803,trader: hydro_k1p1_imb1p35_thr0p2_clip20_po0.py\ndataset: round3\nmode: fast\nartifacts: metrics-only\nbundle: /Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p35_thr0p2_clip20_po0-rank-1777185891803 [flat multi-run output]\nSET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR\nD=0               0    10000           0         0.00  /Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p35_thr0p2_clip20_po0-rank-1777185891803/round3-day-0-*\nD+1               1    10000           0         0.00  /Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p35_thr0p2_clip20_po0-rank-1777185891803/round3-day+1-*\nD+2               2    10000           0         0.00  /Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p35_thr0p2_clip20_po0-rank-1777185891803/round3-day+2-*\nTOTAL             -    30000           0         0.00  -\n,,0.0,0,,
hydro_k1p1_imb1p35_thr0p2_clip20_po1,1.1,1.35,0.2,20,1,0,rank,none,hydro_k1p1_imb1p35_thr0p2_clip20_po1-rank-1777185893112,/Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p35_thr0p2_clip20_po1-rank-1777185893112,trader: hydro_k1p1_imb1p35_thr0p2_clip20_po1.py\ndataset: round3\nmode: fast\nartifacts: metrics-only\nbundle: /Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p35_thr0p2_clip20_po1-rank-1777185893112 [flat multi-run output]\nSET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR\nD=0               0    10000           6       981.00  /Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p35_thr0p2_clip20_po1-rank-1777185893112/round3-day-0-*\nD+1               1    10000           2      -310.00  /Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p35_thr0p2_clip20_po1-rank-1777185893112/round3-day+1-*\nD+2               2    10000           3      -276.00  /Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p35_thr0p2_clip20_po1-rank-1777185893112/round3-day+2-*\nTOTAL             -    30000          11       395.00  -\n,,395.0,11,,
hydro_k1p1_imb1p5_thr0_clip20_po0,1.1,1.5,0.0,20,0,0,rank,none,hydro_k1p1_imb1p5_thr0_clip20_po0-rank-1777185894426,/Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p5_thr0_clip20_po0-rank-1777185894426,trader: hydro_k1p1_imb1p5_thr0_clip20_po0.py\ndataset: round3\nmode: fast\nartifacts: metrics-only\nbundle: /Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p5_thr0_clip20_po0-rank-1777185894426 [flat multi-run output]\nSET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR\nD=0               0    10000           0         0.00  /Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p5_thr0_clip20_po0-rank-1777185894426/round3-day-0-*\nD+1               1    10000           0         0.00  /Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p5_thr0_clip20_po0-rank-1777185894426/round3-day+1-*\nD+2               2    10000           0         0.00  /Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p5_thr0_clip20_po0-rank-1777185894426/round3-day+2-*\nTOTAL             -    30000           0         0.00  -\n,,0.0,0,,
hydro_k1p1_imb1p5_thr0_clip20_po1,1.1,1.5,0.0,20,1,0,rank,none,hydro_k1p1_imb1p5_thr0_clip20_po1-rank-1777185895729,/Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p5_thr0_clip20_po1-rank-1777185895729,trader: hydro_k1p1_imb1p5_thr0_clip20_po1.py\ndataset: round3\nmode: fast\nartifacts: metrics-only\nbundle: /Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p5_thr0_clip20_po1-rank-1777185895729 [flat multi-run output]\nSET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR\nD=0               0    10000           6       981.00  /Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p5_thr0_clip20_po1-rank-1777185895729/round3-day-0-*\nD+1               1    10000           3      -454.00  /Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p5_thr0_clip20_po1-rank-1777185895729/round3-day+1-*\nD+2               2    10000           3      -276.00  /Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p5_thr0_clip20_po1-rank-1777185895729/round3-day+2-*\nTOTAL             -    30000          12       251.00  -\n,,251.0,12,,
hydro_k1p1_imb1p5_thr0p1_clip20_po0,1.1,1.5,0.1,20,0,0,rank,none,hydro_k1p1_imb1p5_thr0p1_clip20_po0-rank-1777185897018,/Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p5_thr0p1_clip20_po0-rank-1777185897018,trader: hydro_k1p1_imb1p5_thr0p1_clip20_po0.py\ndataset: round3\nmode: fast\nartifacts: metrics-only\nbundle: /Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p5_thr0p1_clip20_po0-rank-1777185897018 [flat multi-run output]\nSET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR\nD=0               0    10000           0         0.00  /Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p5_thr0p1_clip20_po0-rank-1777185897018/round3-day-0-*\nD+1               1    10000           0         0.00  /Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p5_thr0p1_clip20_po0-rank-1777185897018/round3-day+1-*\nD+2               2    10000           0         0.00  /Users/giordanmasen/Desktop/projects/prosperity/analysis/round3_hydrogel_fine_tuning/rust_runs/hydro_k1p1_imb1p5_thr0p1_clip20_po0-rank-1777185897018/round3-day+2-*\nTOTAL             -    30000           0         0.00  -\n,,0.0,0,,
