variant_id,day,rv_alpha,rv_weight,forecast_rho,min_vol_edge,min_price_edge,cost_buffer,exit_vol_edge,vega_clip_scale,moneyness_limit,max_option_clip,max_long_option_position,delta_hedge_threshold,hedge_interval_ticks,max_hedge_clip,gamma_hedge_sensitivity,gamma_hedge_min_threshold,final_pnl_total,own_trade_count,traded_qty,final_position_underlying,pnl_underlying,pnl_options
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p01_vs0_m1p25_clip4_pos120_dh20_hi300_hc60_gh0_gm8,1,0.015,0.95,0.0,0.015,1.0,0.01,0.005,0.0,1.25,4,120,20,300,60,0.0,8,30.0,192,920,-200,-4622.0,4652.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p01_vs0_m1p25_clip4_pos120_dh20_hi300_hc60_gh0_gm8,2,0.015,0.95,0.0,0.015,1.0,0.01,0.005,0.0,1.25,4,120,20,300,60,0.0,8,1601.5,191,915,-195,-4754.5,6356.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p01_vs0_m1p25_clip4_pos120_dh20_hi300_hc60_gh3_gm8,0,0.015,0.95,0.0,0.015,1.0,0.01,0.005,0.0,1.25,4,120,20,300,60,3.0,8,-2707.0,190,920,-200,-2591.0,-116.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p01_vs0_m1p25_clip4_pos120_dh20_hi300_hc60_gh3_gm8,1,0.015,0.95,0.0,0.015,1.0,0.01,0.005,0.0,1.25,4,120,20,300,60,3.0,8,68.5,189,917,-197,-4583.5,4652.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p01_vs0_m1p25_clip4_pos120_dh20_hi300_hc60_gh3_gm8,2,0.015,0.95,0.0,0.015,1.0,0.01,0.005,0.0,1.25,4,120,20,300,60,3.0,8,1449.0,194,920,-200,-4907.0,6356.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p01_vs0_m1p25_clip8_pos120_dh20_hi300_hc60_gh0_gm8,0,0.015,0.95,0.0,0.015,1.0,0.01,0.005,0.0,1.25,8,120,20,300,60,0.0,8,-2099.0,100,920,-200,-2641.0,542.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p01_vs0_m1p25_clip8_pos120_dh20_hi300_hc60_gh0_gm8,1,0.015,0.95,0.0,0.015,1.0,0.01,0.005,0.0,1.25,8,120,20,300,60,0.0,8,238.5,102,901,-181,-4010.5,4249.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p01_vs0_m1p25_clip8_pos120_dh20_hi300_hc60_gh0_gm8,2,0.015,0.95,0.0,0.015,1.0,0.01,0.005,0.0,1.25,8,120,20,300,60,0.0,8,1429.0,98,920,-200,-4655.0,6084.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p01_vs0_m1p25_clip8_pos120_dh20_hi300_hc60_gh3_gm8,0,0.015,0.95,0.0,0.015,1.0,0.01,0.005,0.0,1.25,8,120,20,300,60,3.0,8,-2099.0,100,920,-200,-2641.0,542.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p01_vs0_m1p25_clip8_pos120_dh20_hi300_hc60_gh3_gm8,1,0.015,0.95,0.0,0.015,1.0,0.01,0.005,0.0,1.25,8,120,20,300,60,3.0,8,-232.0,104,920,-200,-4481.0,4249.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p01_vs0_m1p25_clip8_pos120_dh20_hi300_hc60_gh3_gm8,2,0.015,0.95,0.0,0.015,1.0,0.01,0.005,0.0,1.25,8,120,20,300,60,3.0,8,1396.0,98,920,-200,-4688.0,6084.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p01_vs0p1_m1_clip4_pos120_dh20_hi300_hc60_gh0_gm8,0,0.015,0.95,0.0,0.015,1.0,0.01,0.005,0.1,1.0,4,120,20,300,60,0.0,8,-2186.0,612,917,-197,-1559.0,-627.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p01_vs0p1_m1_clip4_pos120_dh20_hi300_hc60_gh0_gm8,1,0.015,0.95,0.0,0.015,1.0,0.01,0.005,0.1,1.0,4,120,20,300,60,0.0,8,1644.0,473,912,-192,-4722.0,6366.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p01_vs0p1_m1_clip4_pos120_dh20_hi300_hc60_gh0_gm8,2,0.015,0.95,0.0,0.015,1.0,0.01,0.005,0.1,1.0,4,120,20,300,60,0.0,8,1598.0,250,912,-192,-4676.0,6274.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p01_vs0p1_m1_clip4_pos120_dh20_hi300_hc60_gh3_gm8,0,0.015,0.95,0.0,0.015,1.0,0.01,0.005,0.1,1.0,4,120,20,300,60,3.0,8,-2229.0,617,917,-197,-1602.0,-627.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p01_vs0p1_m1_clip4_pos120_dh20_hi300_hc60_gh3_gm8,1,0.015,0.95,0.0,0.015,1.0,0.01,0.005,0.1,1.0,4,120,20,300,60,3.0,8,1366.0,475,920,-200,-5000.0,6366.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p01_vs0p1_m1_clip4_pos120_dh20_hi300_hc60_gh3_gm8,2,0.015,0.95,0.0,0.015,1.0,0.01,0.005,0.1,1.0,4,120,20,300,60,3.0,8,1374.0,253,920,-200,-4900.0,6274.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p01_vs0p1_m1_clip8_pos120_dh20_hi300_hc60_gh0_gm8,0,0.015,0.95,0.0,0.015,1.0,0.01,0.005,0.1,1.0,8,120,20,300,60,0.0,8,-2186.0,612,917,-197,-1559.0,-627.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p01_vs0p1_m1_clip8_pos120_dh20_hi300_hc60_gh0_gm8,1,0.015,0.95,0.0,0.015,1.0,0.01,0.005,0.1,1.0,8,120,20,300,60,0.0,8,1644.0,473,912,-192,-4722.0,6366.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p01_vs0p1_m1_clip8_pos120_dh20_hi300_hc60_gh0_gm8,2,0.015,0.95,0.0,0.015,1.0,0.01,0.005,0.1,1.0,8,120,20,300,60,0.0,8,1808.5,216,903,-183,-4303.5,6112.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p01_vs0p1_m1_clip8_pos120_dh20_hi300_hc60_gh3_gm8,0,0.015,0.95,0.0,0.015,1.0,0.01,0.005,0.1,1.0,8,120,20,300,60,3.0,8,-2229.0,617,917,-197,-1602.0,-627.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p01_vs0p1_m1_clip8_pos120_dh20_hi300_hc60_gh3_gm8,1,0.015,0.95,0.0,0.015,1.0,0.01,0.005,0.1,1.0,8,120,20,300,60,3.0,8,1366.0,475,920,-200,-5000.0,6366.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p01_vs0p1_m1_clip8_pos120_dh20_hi300_hc60_gh3_gm8,2,0.015,0.95,0.0,0.015,1.0,0.01,0.005,0.1,1.0,8,120,20,300,60,3.0,8,1374.0,218,920,-200,-4738.0,6112.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p01_vs0p1_m1p25_clip4_pos120_dh20_hi300_hc60_gh0_gm8,0,0.015,0.95,0.0,0.015,1.0,0.01,0.005,0.1,1.25,4,120,20,300,60,0.0,8,-2186.0,612,917,-197,-1559.0,-627.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p01_vs0p1_m1p25_clip4_pos120_dh20_hi300_hc60_gh0_gm8,1,0.015,0.95,0.0,0.015,1.0,0.01,0.005,0.1,1.25,4,120,20,300,60,0.0,8,1644.0,473,912,-192,-4722.0,6366.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p01_vs0p1_m1p25_clip4_pos120_dh20_hi300_hc60_gh0_gm8,2,0.015,0.95,0.0,0.015,1.0,0.01,0.005,0.1,1.25,4,120,20,300,60,0.0,8,1598.0,250,912,-192,-4676.0,6274.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p01_vs0p1_m1p25_clip4_pos120_dh20_hi300_hc60_gh3_gm8,0,0.015,0.95,0.0,0.015,1.0,0.01,0.005,0.1,1.25,4,120,20,300,60,3.0,8,-2229.0,617,917,-197,-1602.0,-627.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p01_vs0p1_m1p25_clip4_pos120_dh20_hi300_hc60_gh3_gm8,1,0.015,0.95,0.0,0.015,1.0,0.01,0.005,0.1,1.25,4,120,20,300,60,3.0,8,1366.0,475,920,-200,-5000.0,6366.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p01_vs0p1_m1p25_clip4_pos120_dh20_hi300_hc60_gh3_gm8,2,0.015,0.95,0.0,0.015,1.0,0.01,0.005,0.1,1.25,4,120,20,300,60,3.0,8,1374.0,253,920,-200,-4900.0,6274.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p01_vs0p1_m1p25_clip8_pos120_dh20_hi300_hc60_gh0_gm8,0,0.015,0.95,0.0,0.015,1.0,0.01,0.005,0.1,1.25,8,120,20,300,60,0.0,8,-2186.0,612,917,-197,-1559.0,-627.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p01_vs0p1_m1p25_clip8_pos120_dh20_hi300_hc60_gh0_gm8,1,0.015,0.95,0.0,0.015,1.0,0.01,0.005,0.1,1.25,8,120,20,300,60,0.0,8,1644.0,473,912,-192,-4722.0,6366.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p01_vs0p1_m1p25_clip8_pos120_dh20_hi300_hc60_gh0_gm8,2,0.015,0.95,0.0,0.015,1.0,0.01,0.005,0.1,1.25,8,120,20,300,60,0.0,8,1808.5,216,903,-183,-4303.5,6112.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p01_vs0p1_m1p25_clip8_pos120_dh20_hi300_hc60_gh3_gm8,0,0.015,0.95,0.0,0.015,1.0,0.01,0.005,0.1,1.25,8,120,20,300,60,3.0,8,-2229.0,617,917,-197,-1602.0,-627.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p01_vs0p1_m1p25_clip8_pos120_dh20_hi300_hc60_gh3_gm8,1,0.015,0.95,0.0,0.015,1.0,0.01,0.005,0.1,1.25,8,120,20,300,60,3.0,8,1366.0,475,920,-200,-5000.0,6366.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p01_vs0p1_m1p25_clip8_pos120_dh20_hi300_hc60_gh3_gm8,2,0.015,0.95,0.0,0.015,1.0,0.01,0.005,0.1,1.25,8,120,20,300,60,3.0,8,1374.0,218,920,-200,-4738.0,6112.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p02_vs0_m1_clip4_pos120_dh20_hi300_hc60_gh0_gm8,0,0.015,0.95,0.0,0.015,1.0,0.02,0.005,0.0,1.0,4,120,20,300,60,0.0,8,-2460.0,191,916,-196,-2292.0,-168.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p02_vs0_m1_clip4_pos120_dh20_hi300_hc60_gh0_gm8,1,0.015,0.95,0.0,0.015,1.0,0.02,0.005,0.0,1.0,4,120,20,300,60,0.0,8,136.0,191,920,-200,-4804.0,4940.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p02_vs0_m1_clip4_pos120_dh20_hi300_hc60_gh0_gm8,2,0.015,0.95,0.0,0.015,1.0,0.02,0.005,0.0,1.0,4,120,20,300,60,0.0,8,1601.5,191,915,-195,-4754.5,6356.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p02_vs0_m1_clip4_pos120_dh20_hi300_hc60_gh3_gm8,0,0.015,0.95,0.0,0.015,1.0,0.02,0.005,0.0,1.0,4,120,20,300,60,3.0,8,-2516.0,195,920,-200,-2348.0,-168.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p02_vs0_m1_clip4_pos120_dh20_hi300_hc60_gh3_gm8,1,0.015,0.95,0.0,0.015,1.0,0.02,0.005,0.0,1.0,4,120,20,300,60,3.0,8,120.0,192,920,-200,-4820.0,4940.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p02_vs0_m1_clip4_pos120_dh20_hi300_hc60_gh3_gm8,2,0.015,0.95,0.0,0.015,1.0,0.02,0.005,0.0,1.0,4,120,20,300,60,3.0,8,1449.0,194,920,-200,-4907.0,6356.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p02_vs0_m1_clip8_pos120_dh20_hi300_hc60_gh0_gm8,0,0.015,0.95,0.0,0.015,1.0,0.02,0.005,0.0,1.0,8,120,20,300,60,0.0,8,-2380.0,102,920,-200,-2591.0,211.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p02_vs0_m1_clip8_pos120_dh20_hi300_hc60_gh0_gm8,1,0.015,0.95,0.0,0.015,1.0,0.02,0.005,0.0,1.0,8,120,20,300,60,0.0,8,5.0,105,920,-200,-4571.0,4576.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p02_vs0_m1_clip8_pos120_dh20_hi300_hc60_gh0_gm8,2,0.015,0.95,0.0,0.015,1.0,0.02,0.005,0.0,1.0,8,120,20,300,60,0.0,8,1429.0,98,920,-200,-4655.0,6084.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p02_vs0_m1_clip8_pos120_dh20_hi300_hc60_gh3_gm8,0,0.015,0.95,0.0,0.015,1.0,0.02,0.005,0.0,1.0,8,120,20,300,60,3.0,8,-2380.0,102,920,-200,-2591.0,211.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p02_vs0_m1_clip8_pos120_dh20_hi300_hc60_gh3_gm8,1,0.015,0.95,0.0,0.015,1.0,0.02,0.005,0.0,1.0,8,120,20,300,60,3.0,8,5.0,105,920,-200,-4571.0,4576.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p02_vs0_m1_clip8_pos120_dh20_hi300_hc60_gh3_gm8,2,0.015,0.95,0.0,0.015,1.0,0.02,0.005,0.0,1.0,8,120,20,300,60,3.0,8,1396.0,98,920,-200,-4688.0,6084.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p02_vs0_m1p25_clip4_pos120_dh20_hi300_hc60_gh0_gm8,0,0.015,0.95,0.0,0.015,1.0,0.02,0.005,0.0,1.25,4,120,20,300,60,0.0,8,-2460.0,191,916,-196,-2292.0,-168.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p02_vs0_m1p25_clip4_pos120_dh20_hi300_hc60_gh0_gm8,1,0.015,0.95,0.0,0.015,1.0,0.02,0.005,0.0,1.25,4,120,20,300,60,0.0,8,136.0,191,920,-200,-4804.0,4940.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p02_vs0_m1p25_clip4_pos120_dh20_hi300_hc60_gh0_gm8,2,0.015,0.95,0.0,0.015,1.0,0.02,0.005,0.0,1.25,4,120,20,300,60,0.0,8,1601.5,191,915,-195,-4754.5,6356.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p02_vs0_m1p25_clip4_pos120_dh20_hi300_hc60_gh3_gm8,0,0.015,0.95,0.0,0.015,1.0,0.02,0.005,0.0,1.25,4,120,20,300,60,3.0,8,-2516.0,195,920,-200,-2348.0,-168.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p02_vs0_m1p25_clip4_pos120_dh20_hi300_hc60_gh3_gm8,1,0.015,0.95,0.0,0.015,1.0,0.02,0.005,0.0,1.25,4,120,20,300,60,3.0,8,120.0,192,920,-200,-4820.0,4940.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p02_vs0_m1p25_clip4_pos120_dh20_hi300_hc60_gh3_gm8,2,0.015,0.95,0.0,0.015,1.0,0.02,0.005,0.0,1.25,4,120,20,300,60,3.0,8,1449.0,194,920,-200,-4907.0,6356.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p02_vs0_m1p25_clip8_pos120_dh20_hi300_hc60_gh0_gm8,0,0.015,0.95,0.0,0.015,1.0,0.02,0.005,0.0,1.25,8,120,20,300,60,0.0,8,-2380.0,102,920,-200,-2591.0,211.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p02_vs0_m1p25_clip8_pos120_dh20_hi300_hc60_gh0_gm8,1,0.015,0.95,0.0,0.015,1.0,0.02,0.005,0.0,1.25,8,120,20,300,60,0.0,8,5.0,105,920,-200,-4571.0,4576.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p02_vs0_m1p25_clip8_pos120_dh20_hi300_hc60_gh0_gm8,2,0.015,0.95,0.0,0.015,1.0,0.02,0.005,0.0,1.25,8,120,20,300,60,0.0,8,1429.0,98,920,-200,-4655.0,6084.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p02_vs0_m1p25_clip8_pos120_dh20_hi300_hc60_gh3_gm8,0,0.015,0.95,0.0,0.015,1.0,0.02,0.005,0.0,1.25,8,120,20,300,60,3.0,8,-2380.0,102,920,-200,-2591.0,211.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p02_vs0_m1p25_clip8_pos120_dh20_hi300_hc60_gh3_gm8,1,0.015,0.95,0.0,0.015,1.0,0.02,0.005,0.0,1.25,8,120,20,300,60,3.0,8,5.0,105,920,-200,-4571.0,4576.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p02_vs0_m1p25_clip8_pos120_dh20_hi300_hc60_gh3_gm8,2,0.015,0.95,0.0,0.015,1.0,0.02,0.005,0.0,1.25,8,120,20,300,60,3.0,8,1396.0,98,920,-200,-4688.0,6084.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p02_vs0p1_m1_clip4_pos120_dh20_hi300_hc60_gh0_gm8,0,0.015,0.95,0.0,0.015,1.0,0.02,0.005,0.1,1.0,4,120,20,300,60,0.0,8,-1858.0,567,908,-188,-1520.0,-338.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p02_vs0p1_m1_clip4_pos120_dh20_hi300_hc60_gh0_gm8,1,0.015,0.95,0.0,0.015,1.0,0.02,0.005,0.1,1.0,4,120,20,300,60,0.0,8,1516.0,448,918,-198,-5056.0,6572.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p02_vs0p1_m1_clip4_pos120_dh20_hi300_hc60_gh0_gm8,2,0.015,0.95,0.0,0.015,1.0,0.02,0.005,0.1,1.0,4,120,20,300,60,0.0,8,1598.0,250,912,-192,-4676.0,6274.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p02_vs0p1_m1_clip4_pos120_dh20_hi300_hc60_gh3_gm8,0,0.015,0.95,0.0,0.015,1.0,0.02,0.005,0.1,1.0,4,120,20,300,60,3.0,8,-1803.0,573,914,-194,-1465.0,-338.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p02_vs0p1_m1_clip4_pos120_dh20_hi300_hc60_gh3_gm8,1,0.015,0.95,0.0,0.015,1.0,0.02,0.005,0.1,1.0,4,120,20,300,60,3.0,8,1480.0,450,920,-200,-5092.0,6572.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p02_vs0p1_m1_clip4_pos120_dh20_hi300_hc60_gh3_gm8,2,0.015,0.95,0.0,0.015,1.0,0.02,0.005,0.1,1.0,4,120,20,300,60,3.0,8,1374.0,253,920,-200,-4900.0,6274.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p02_vs0p1_m1_clip8_pos120_dh20_hi300_hc60_gh0_gm8,0,0.015,0.95,0.0,0.015,1.0,0.02,0.005,0.1,1.0,8,120,20,300,60,0.0,8,-1858.0,567,908,-188,-1520.0,-338.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p02_vs0p1_m1_clip8_pos120_dh20_hi300_hc60_gh0_gm8,1,0.015,0.95,0.0,0.015,1.0,0.02,0.005,0.1,1.0,8,120,20,300,60,0.0,8,1516.0,448,918,-198,-5056.0,6572.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p02_vs0p1_m1_clip8_pos120_dh20_hi300_hc60_gh0_gm8,2,0.015,0.95,0.0,0.015,1.0,0.02,0.005,0.1,1.0,8,120,20,300,60,0.0,8,1808.5,216,903,-183,-4303.5,6112.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p02_vs0p1_m1_clip8_pos120_dh20_hi300_hc60_gh3_gm8,0,0.015,0.95,0.0,0.015,1.0,0.02,0.005,0.1,1.0,8,120,20,300,60,3.0,8,-1803.0,573,914,-194,-1465.0,-338.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p02_vs0p1_m1_clip8_pos120_dh20_hi300_hc60_gh3_gm8,1,0.015,0.95,0.0,0.015,1.0,0.02,0.005,0.1,1.0,8,120,20,300,60,3.0,8,1480.0,450,920,-200,-5092.0,6572.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p02_vs0p1_m1_clip8_pos120_dh20_hi300_hc60_gh3_gm8,2,0.015,0.95,0.0,0.015,1.0,0.02,0.005,0.1,1.0,8,120,20,300,60,3.0,8,1374.0,218,920,-200,-4738.0,6112.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p02_vs0p1_m1p25_clip4_pos120_dh20_hi300_hc60_gh0_gm8,0,0.015,0.95,0.0,0.015,1.0,0.02,0.005,0.1,1.25,4,120,20,300,60,0.0,8,-1858.0,567,908,-188,-1520.0,-338.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p02_vs0p1_m1p25_clip4_pos120_dh20_hi300_hc60_gh0_gm8,1,0.015,0.95,0.0,0.015,1.0,0.02,0.005,0.1,1.25,4,120,20,300,60,0.0,8,1516.0,448,918,-198,-5056.0,6572.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p02_vs0p1_m1p25_clip4_pos120_dh20_hi300_hc60_gh0_gm8,2,0.015,0.95,0.0,0.015,1.0,0.02,0.005,0.1,1.25,4,120,20,300,60,0.0,8,1598.0,250,912,-192,-4676.0,6274.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p02_vs0p1_m1p25_clip4_pos120_dh20_hi300_hc60_gh3_gm8,0,0.015,0.95,0.0,0.015,1.0,0.02,0.005,0.1,1.25,4,120,20,300,60,3.0,8,-1803.0,573,914,-194,-1465.0,-338.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p02_vs0p1_m1p25_clip4_pos120_dh20_hi300_hc60_gh3_gm8,1,0.015,0.95,0.0,0.015,1.0,0.02,0.005,0.1,1.25,4,120,20,300,60,3.0,8,1480.0,450,920,-200,-5092.0,6572.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p02_vs0p1_m1p25_clip4_pos120_dh20_hi300_hc60_gh3_gm8,2,0.015,0.95,0.0,0.015,1.0,0.02,0.005,0.1,1.25,4,120,20,300,60,3.0,8,1374.0,253,920,-200,-4900.0,6274.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p02_vs0p1_m1p25_clip8_pos120_dh20_hi300_hc60_gh0_gm8,0,0.015,0.95,0.0,0.015,1.0,0.02,0.005,0.1,1.25,8,120,20,300,60,0.0,8,-1858.0,567,908,-188,-1520.0,-338.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p02_vs0p1_m1p25_clip8_pos120_dh20_hi300_hc60_gh0_gm8,1,0.015,0.95,0.0,0.015,1.0,0.02,0.005,0.1,1.25,8,120,20,300,60,0.0,8,1516.0,448,918,-198,-5056.0,6572.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p02_vs0p1_m1p25_clip8_pos120_dh20_hi300_hc60_gh0_gm8,2,0.015,0.95,0.0,0.015,1.0,0.02,0.005,0.1,1.25,8,120,20,300,60,0.0,8,1808.5,216,903,-183,-4303.5,6112.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p02_vs0p1_m1p25_clip8_pos120_dh20_hi300_hc60_gh3_gm8,0,0.015,0.95,0.0,0.015,1.0,0.02,0.005,0.1,1.25,8,120,20,300,60,3.0,8,-1803.0,573,914,-194,-1465.0,-338.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p02_vs0p1_m1p25_clip8_pos120_dh20_hi300_hc60_gh3_gm8,1,0.015,0.95,0.0,0.015,1.0,0.02,0.005,0.1,1.25,8,120,20,300,60,3.0,8,1480.0,450,920,-200,-5092.0,6572.0
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p02_vs0p1_m1p25_clip8_pos120_dh20_hi300_hc60_gh3_gm8,2,0.015,0.95,0.0,0.015,1.0,0.02,0.005,0.1,1.25,8,120,20,300,60,3.0,8,1374.0,218,920,-200,-4738.0,6112.0
gamma_a0p015_w0p95_rho0_e0p035_pe0_c0p01_vs0_m1_clip4_pos120_dh20_hi300_hc60_gh0_gm8,0,0.015,0.95,0.0,0.035,0.0,0.01,0.005,0.0,1.0,4,120,20,300,60,0.0,8,-2284.0,193,920,-200,-1856.0,-428.0
gamma_a0p015_w0p95_rho0_e0p035_pe0_c0p01_vs0_m1_clip4_pos120_dh20_hi300_hc60_gh0_gm8,1,0.015,0.95,0.0,0.035,0.0,0.01,0.005,0.0,1.0,4,120,20,300,60,0.0,8,629.0,189,906,-186,-4571.0,5200.0
gamma_a0p015_w0p95_rho0_e0p035_pe0_c0p01_vs0_m1_clip4_pos120_dh20_hi300_hc60_gh0_gm8,2,0.015,0.95,0.0,0.035,0.0,0.01,0.005,0.0,1.0,4,120,20,300,60,0.0,8,1601.5,191,915,-195,-4754.5,6356.0
gamma_a0p015_w0p95_rho0_e0p035_pe0_c0p01_vs0_m1_clip4_pos120_dh20_hi300_hc60_gh3_gm8,0,0.015,0.95,0.0,0.035,0.0,0.01,0.005,0.0,1.0,4,120,20,300,60,3.0,8,-2384.0,195,916,-196,-1956.0,-428.0
gamma_a0p015_w0p95_rho0_e0p035_pe0_c0p01_vs0_m1_clip4_pos120_dh20_hi300_hc60_gh3_gm8,1,0.015,0.95,0.0,0.035,0.0,0.01,0.005,0.0,1.0,4,120,20,300,60,3.0,8,258.0,190,920,-200,-4942.0,5200.0
gamma_a0p015_w0p95_rho0_e0p035_pe0_c0p01_vs0_m1_clip4_pos120_dh20_hi300_hc60_gh3_gm8,2,0.015,0.95,0.0,0.035,0.0,0.01,0.005,0.0,1.0,4,120,20,300,60,3.0,8,1449.0,194,920,-200,-4907.0,6356.0
gamma_a0p015_w0p95_rho0_e0p035_pe0_c0p01_vs0_m1_clip8_pos120_dh20_hi300_hc60_gh0_gm8,0,0.015,0.95,0.0,0.035,0.0,0.01,0.005,0.0,1.0,8,120,20,300,60,0.0,8,-2464.0,102,920,-200,-2590.0,126.0
gamma_a0p015_w0p95_rho0_e0p035_pe0_c0p01_vs0_m1_clip8_pos120_dh20_hi300_hc60_gh0_gm8,1,0.015,0.95,0.0,0.035,0.0,0.01,0.005,0.0,1.0,8,120,20,300,60,0.0,8,-44.0,103,920,-200,-4907.0,4863.0
gamma_a0p015_w0p95_rho0_e0p035_pe0_c0p01_vs0_m1_clip8_pos120_dh20_hi300_hc60_gh0_gm8,2,0.015,0.95,0.0,0.035,0.0,0.01,0.005,0.0,1.0,8,120,20,300,60,0.0,8,1429.0,98,920,-200,-4655.0,6084.0
gamma_a0p015_w0p95_rho0_e0p035_pe0_c0p01_vs0_m1_clip8_pos120_dh20_hi300_hc60_gh3_gm8,0,0.015,0.95,0.0,0.035,0.0,0.01,0.005,0.0,1.0,8,120,20,300,60,3.0,8,-2491.0,103,920,-200,-2617.0,126.0
gamma_a0p015_w0p95_rho0_e0p035_pe0_c0p01_vs0_m1_clip8_pos120_dh20_hi300_hc60_gh3_gm8,1,0.015,0.95,0.0,0.035,0.0,0.01,0.005,0.0,1.0,8,120,20,300,60,3.0,8,-63.0,103,920,-200,-4926.0,4863.0
