variant_id,final_pnl_total,day_0_pnl,day_1_pnl,day_2_pnl,mean_day_pnl,std_day_pnl,min_day_pnl,positive_days,stability_score,own_trade_count,traded_qty,rv_alpha,rv_weight,forecast_rho,min_vol_edge,min_price_edge,cost_buffer,exit_vol_edge,vega_clip_scale,moneyness_limit,max_option_clip,max_long_option_position,delta_hedge_threshold,hedge_interval_ticks,max_hedge_clip,gamma_hedge_sensitivity,gamma_hedge_min_threshold
gamma_a0p015_w0p55_rho0p2_e0p055_pe0_c0p01_vs0_m1p25_clip8_pos120_dh20_hi300_hc60_gh0_gm8,682.0,-2520.0,1773.0,1429.0,227.33333333333334,1947.7276218426664,-2520.0,2,0.11671720972881504,306,2745,0.015,0.55,0.2,0.055,0.0,0.01,0.005,0.0,1.25,8,120,20,300,60,0.0,8
gamma_a0p015_w0p55_rho0p2_e0p055_pe1_c0p01_vs0_m1_clip8_pos120_dh20_hi300_hc60_gh0_gm8,682.0,-2520.0,1773.0,1429.0,227.33333333333334,1947.7276218426664,-2520.0,2,0.11671720972881504,306,2745,0.015,0.55,0.2,0.055,1.0,0.01,0.005,0.0,1.0,8,120,20,300,60,0.0,8
gamma_a0p015_w0p55_rho0p2_e0p055_pe1_c0p01_vs0_m1p25_clip8_pos120_dh20_hi300_hc60_gh0_gm8,682.0,-2520.0,1773.0,1429.0,227.33333333333334,1947.7276218426664,-2520.0,2,0.11671720972881504,306,2745,0.015,0.55,0.2,0.055,1.0,0.01,0.005,0.0,1.25,8,120,20,300,60,0.0,8
gamma_a0p015_w0p85_rho0p2_e0p015_pe0_c0p01_vs0_m1_clip4_pos120_dh20_hi300_hc60_gh0_gm8,-918.5,-2533.0,13.0,1601.5,-306.1666666666667,1702.9235808521246,-2533.0,2,-0.17978884672751105,571,2743,0.015,0.85,0.2,0.015,0.0,0.01,0.005,0.0,1.0,4,120,20,300,60,0.0,8
gamma_a0p015_w0p85_rho0p2_e0p015_pe0_c0p01_vs0_m1p25_clip4_pos120_dh20_hi300_hc60_gh0_gm8,-918.5,-2533.0,13.0,1601.5,-306.1666666666667,1702.9235808521246,-2533.0,2,-0.17978884672751105,571,2743,0.015,0.85,0.2,0.015,0.0,0.01,0.005,0.0,1.25,4,120,20,300,60,0.0,8
gamma_a0p015_w0p85_rho0p2_e0p015_pe1_c0p01_vs0_m1_clip4_pos120_dh20_hi300_hc60_gh0_gm8,-918.5,-2533.0,13.0,1601.5,-306.1666666666667,1702.9235808521246,-2533.0,2,-0.17978884672751105,571,2743,0.015,0.85,0.2,0.015,1.0,0.01,0.005,0.0,1.0,4,120,20,300,60,0.0,8
gamma_a0p015_w0p85_rho0p2_e0p015_pe1_c0p01_vs0_m1p25_clip4_pos120_dh20_hi300_hc60_gh0_gm8,-918.5,-2533.0,13.0,1601.5,-306.1666666666667,1702.9235808521246,-2533.0,2,-0.17978884672751105,571,2743,0.015,0.85,0.2,0.015,1.0,0.01,0.005,0.0,1.25,4,120,20,300,60,0.0,8
gamma_a0p015_w0p55_rho0_e0p055_pe0_c0p01_vs0p1_m1_clip4_pos120_dh20_hi300_hc60_gh3_gm8,2001.0,-2536.0,1760.5,2776.5,667.0,2302.5306005928924,-2536.0,2,0.28968127495372287,1317,2745,0.015,0.55,0.0,0.055,0.0,0.01,0.005,0.1,1.0,4,120,20,300,60,3.0,8
gamma_a0p015_w0p55_rho0_e0p055_pe0_c0p01_vs0p1_m1_clip8_pos120_dh20_hi300_hc60_gh3_gm8,2001.0,-2536.0,1760.5,2776.5,667.0,2302.5306005928924,-2536.0,2,0.28968127495372287,1317,2745,0.015,0.55,0.0,0.055,0.0,0.01,0.005,0.1,1.0,8,120,20,300,60,3.0,8
gamma_a0p015_w0p55_rho0_e0p055_pe0_c0p01_vs0p1_m1p25_clip4_pos120_dh20_hi300_hc60_gh3_gm8,2001.0,-2536.0,1760.5,2776.5,667.0,2302.5306005928924,-2536.0,2,0.28968127495372287,1317,2745,0.015,0.55,0.0,0.055,0.0,0.01,0.005,0.1,1.25,4,120,20,300,60,3.0,8
gamma_a0p015_w0p55_rho0_e0p055_pe0_c0p01_vs0p1_m1p25_clip8_pos120_dh20_hi300_hc60_gh3_gm8,2001.0,-2536.0,1760.5,2776.5,667.0,2302.5306005928924,-2536.0,2,0.28968127495372287,1317,2745,0.015,0.55,0.0,0.055,0.0,0.01,0.005,0.1,1.25,8,120,20,300,60,3.0,8
gamma_a0p015_w0p55_rho0_e0p055_pe1_c0p01_vs0p1_m1_clip4_pos120_dh20_hi300_hc60_gh3_gm8,2001.0,-2536.0,1760.5,2776.5,667.0,2302.5306005928924,-2536.0,2,0.28968127495372287,1317,2745,0.015,0.55,0.0,0.055,1.0,0.01,0.005,0.1,1.0,4,120,20,300,60,3.0,8
gamma_a0p015_w0p55_rho0_e0p055_pe1_c0p01_vs0p1_m1_clip8_pos120_dh20_hi300_hc60_gh3_gm8,2001.0,-2536.0,1760.5,2776.5,667.0,2302.5306005928924,-2536.0,2,0.28968127495372287,1317,2745,0.015,0.55,0.0,0.055,1.0,0.01,0.005,0.1,1.0,8,120,20,300,60,3.0,8
gamma_a0p015_w0p55_rho0_e0p055_pe1_c0p01_vs0p1_m1p25_clip4_pos120_dh20_hi300_hc60_gh3_gm8,2001.0,-2536.0,1760.5,2776.5,667.0,2302.5306005928924,-2536.0,2,0.28968127495372287,1317,2745,0.015,0.55,0.0,0.055,1.0,0.01,0.005,0.1,1.25,4,120,20,300,60,3.0,8
gamma_a0p015_w0p55_rho0_e0p055_pe1_c0p01_vs0p1_m1p25_clip8_pos120_dh20_hi300_hc60_gh3_gm8,2001.0,-2536.0,1760.5,2776.5,667.0,2302.5306005928924,-2536.0,2,0.28968127495372287,1317,2745,0.015,0.55,0.0,0.055,1.0,0.01,0.005,0.1,1.25,8,120,20,300,60,3.0,8
gamma_a0p015_w0p95_rho0p2_e0p015_pe0_c0p02_vs0_m1_clip4_pos120_dh20_hi300_hc60_gh3_gm8,-951.0,-2538.0,138.0,1449.0,-317.0,1659.178712496035,-2538.0,2,-0.19105838184418394,578,2756,0.015,0.95,0.2,0.015,0.0,0.02,0.005,0.0,1.0,4,120,20,300,60,3.0,8
gamma_a0p015_w0p95_rho0p2_e0p015_pe0_c0p02_vs0_m1p25_clip4_pos120_dh20_hi300_hc60_gh3_gm8,-951.0,-2538.0,138.0,1449.0,-317.0,1659.178712496035,-2538.0,2,-0.19105838184418394,578,2756,0.015,0.95,0.2,0.015,0.0,0.02,0.005,0.0,1.25,4,120,20,300,60,3.0,8
gamma_a0p015_w0p95_rho0p2_e0p015_pe1_c0p02_vs0_m1_clip4_pos120_dh20_hi300_hc60_gh3_gm8,-951.0,-2538.0,138.0,1449.0,-317.0,1659.178712496035,-2538.0,2,-0.19105838184418394,578,2756,0.015,0.95,0.2,0.015,1.0,0.02,0.005,0.0,1.0,4,120,20,300,60,3.0,8
gamma_a0p015_w0p95_rho0p2_e0p015_pe1_c0p02_vs0_m1p25_clip4_pos120_dh20_hi300_hc60_gh3_gm8,-951.0,-2538.0,138.0,1449.0,-317.0,1659.178712496035,-2538.0,2,-0.19105838184418394,578,2756,0.015,0.95,0.2,0.015,1.0,0.02,0.005,0.0,1.25,4,120,20,300,60,3.0,8
gamma_a0p015_w0p95_rho0_e0p015_pe0_c0p01_vs0_m1_clip4_pos120_dh20_hi300_hc60_gh0_gm8,-910.5,-2542.0,30.0,1601.5,-303.5,1707.9353520161899,-2542.0,2,-0.17769993439244963,572,2740,0.015,0.95,0.0,0.015,0.0,0.01,0.005,0.0,1.0,4,120,20,300,60,0.0,8
gamma_a0p015_w0p95_rho0_e0p015_pe0_c0p01_vs0_m1p25_clip4_pos120_dh20_hi300_hc60_gh0_gm8,-910.5,-2542.0,30.0,1601.5,-303.5,1707.9353520161899,-2542.0,2,-0.17769993439244963,572,2740,0.015,0.95,0.0,0.015,0.0,0.01,0.005,0.0,1.25,4,120,20,300,60,0.0,8
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p01_vs0_m1_clip4_pos120_dh20_hi300_hc60_gh0_gm8,-910.5,-2542.0,30.0,1601.5,-303.5,1707.9353520161899,-2542.0,2,-0.17769993439244963,572,2740,0.015,0.95,0.0,0.015,1.0,0.01,0.005,0.0,1.0,4,120,20,300,60,0.0,8
gamma_a0p015_w0p95_rho0_e0p015_pe1_c0p01_vs0_m1p25_clip4_pos120_dh20_hi300_hc60_gh0_gm8,-910.5,-2542.0,30.0,1601.5,-303.5,1707.9353520161899,-2542.0,2,-0.17769993439244963,572,2740,0.015,0.95,0.0,0.015,1.0,0.01,0.005,0.0,1.25,4,120,20,300,60,0.0,8
gamma_a0p015_w0p85_rho0_e0p015_pe0_c0p01_vs0_m1_clip4_pos120_dh20_hi300_hc60_gh0_gm8,-900.5,-2545.0,43.0,1601.5,-300.1666666666667,1710.1048863219537,-2545.0,2,-0.1755252961776405,571,2743,0.015,0.85,0.0,0.015,0.0,0.01,0.005,0.0,1.0,4,120,20,300,60,0.0,8
gamma_a0p015_w0p85_rho0_e0p015_pe0_c0p01_vs0_m1p25_clip4_pos120_dh20_hi300_hc60_gh0_gm8,-900.5,-2545.0,43.0,1601.5,-300.1666666666667,1710.1048863219537,-2545.0,2,-0.1755252961776405,571,2743,0.015,0.85,0.0,0.015,0.0,0.01,0.005,0.0,1.25,4,120,20,300,60,0.0,8
gamma_a0p015_w0p85_rho0_e0p015_pe1_c0p01_vs0_m1_clip4_pos120_dh20_hi300_hc60_gh0_gm8,-900.5,-2545.0,43.0,1601.5,-300.1666666666667,1710.1048863219537,-2545.0,2,-0.1755252961776405,571,2743,0.015,0.85,0.0,0.015,1.0,0.01,0.005,0.0,1.0,4,120,20,300,60,0.0,8
gamma_a0p015_w0p85_rho0_e0p015_pe1_c0p01_vs0_m1p25_clip4_pos120_dh20_hi300_hc60_gh0_gm8,-900.5,-2545.0,43.0,1601.5,-300.1666666666667,1710.1048863219537,-2545.0,2,-0.1755252961776405,571,2743,0.015,0.85,0.0,0.015,1.0,0.01,0.005,0.0,1.25,4,120,20,300,60,0.0,8
gamma_a0p015_w0p95_rho0p2_e0p015_pe0_c0p01_vs0_m1_clip4_pos120_dh20_hi300_hc60_gh0_gm8,-932.5,-2554.0,20.0,1601.5,-310.8333333333333,1712.5289454163656,-2554.0,2,-0.18150544793132195,572,2740,0.015,0.95,0.2,0.015,0.0,0.01,0.005,0.0,1.0,4,120,20,300,60,0.0,8
gamma_a0p015_w0p95_rho0p2_e0p015_pe0_c0p01_vs0_m1p25_clip4_pos120_dh20_hi300_hc60_gh0_gm8,-932.5,-2554.0,20.0,1601.5,-310.8333333333333,1712.5289454163656,-2554.0,2,-0.18150544793132195,572,2740,0.015,0.95,0.2,0.015,0.0,0.01,0.005,0.0,1.25,4,120,20,300,60,0.0,8
gamma_a0p015_w0p95_rho0p2_e0p015_pe1_c0p01_vs0_m1_clip4_pos120_dh20_hi300_hc60_gh0_gm8,-932.5,-2554.0,20.0,1601.5,-310.8333333333333,1712.5289454163656,-2554.0,2,-0.18150544793132195,572,2740,0.015,0.95,0.2,0.015,1.0,0.01,0.005,0.0,1.0,4,120,20,300,60,0.0,8
gamma_a0p015_w0p95_rho0p2_e0p015_pe1_c0p01_vs0_m1p25_clip4_pos120_dh20_hi300_hc60_gh0_gm8,-932.5,-2554.0,20.0,1601.5,-310.8333333333333,1712.5289454163656,-2554.0,2,-0.18150544793132195,572,2740,0.015,0.95,0.2,0.015,1.0,0.01,0.005,0.0,1.25,4,120,20,300,60,0.0,8
gamma_a0p015_w0p55_rho0p2_e0p055_pe0_c0p02_vs0_m1_clip8_pos120_dh20_hi300_hc60_gh3_gm8,218.0,-2555.0,1377.0,1396.0,72.66666666666667,1858.0571095158034,-2555.0,2,0.039108952192305854,317,2758,0.015,0.55,0.2,0.055,0.0,0.02,0.005,0.0,1.0,8,120,20,300,60,3.0,8
gamma_a0p015_w0p55_rho0p2_e0p055_pe0_c0p02_vs0_m1p25_clip8_pos120_dh20_hi300_hc60_gh3_gm8,218.0,-2555.0,1377.0,1396.0,72.66666666666667,1858.0571095158034,-2555.0,2,0.039108952192305854,317,2758,0.015,0.55,0.2,0.055,0.0,0.02,0.005,0.0,1.25,8,120,20,300,60,3.0,8
gamma_a0p015_w0p55_rho0p2_e0p055_pe1_c0p02_vs0_m1_clip8_pos120_dh20_hi300_hc60_gh3_gm8,218.0,-2555.0,1377.0,1396.0,72.66666666666667,1858.0571095158034,-2555.0,2,0.039108952192305854,317,2758,0.015,0.55,0.2,0.055,1.0,0.02,0.005,0.0,1.0,8,120,20,300,60,3.0,8
gamma_a0p015_w0p55_rho0p2_e0p055_pe1_c0p02_vs0_m1p25_clip8_pos120_dh20_hi300_hc60_gh3_gm8,218.0,-2555.0,1377.0,1396.0,72.66666666666667,1858.0571095158034,-2555.0,2,0.039108952192305854,317,2758,0.015,0.55,0.2,0.055,1.0,0.02,0.005,0.0,1.25,8,120,20,300,60,3.0,8
gamma_a0p015_w0p55_rho0p2_e0p055_pe0_c0p01_vs0_m1_clip4_pos120_dh20_hi300_hc60_gh3_gm8,727.0,-2607.0,1857.0,1477.0,242.33333333333334,2020.746616696138,-2607.0,2,0.11992267181395626,585,2753,0.015,0.55,0.2,0.055,0.0,0.01,0.005,0.0,1.0,4,120,20,300,60,3.0,8
gamma_a0p015_w0p55_rho0p2_e0p055_pe0_c0p01_vs0_m1p25_clip4_pos120_dh20_hi300_hc60_gh3_gm8,727.0,-2607.0,1857.0,1477.0,242.33333333333334,2020.746616696138,-2607.0,2,0.11992267181395626,585,2753,0.015,0.55,0.2,0.055,0.0,0.01,0.005,0.0,1.25,4,120,20,300,60,3.0,8
gamma_a0p015_w0p55_rho0p2_e0p055_pe1_c0p01_vs0_m1_clip4_pos120_dh20_hi300_hc60_gh3_gm8,727.0,-2607.0,1857.0,1477.0,242.33333333333334,2020.746616696138,-2607.0,2,0.11992267181395626,585,2753,0.015,0.55,0.2,0.055,1.0,0.01,0.005,0.0,1.0,4,120,20,300,60,3.0,8
gamma_a0p015_w0p55_rho0p2_e0p055_pe1_c0p01_vs0_m1p25_clip4_pos120_dh20_hi300_hc60_gh3_gm8,727.0,-2607.0,1857.0,1477.0,242.33333333333334,2020.746616696138,-2607.0,2,0.11992267181395626,585,2753,0.015,0.55,0.2,0.055,1.0,0.01,0.005,0.0,1.25,4,120,20,300,60,3.0,8
gamma_a0p015_w0p55_rho0_e0p055_pe0_c0p02_vs0_m1_clip8_pos120_dh20_hi300_hc60_gh3_gm8,12.0,-2607.0,1223.0,1396.0,4.0,1847.6061990225803,-2607.0,2,0.0021649635090604876,317,2760,0.015,0.55,0.0,0.055,0.0,0.02,0.005,0.0,1.0,8,120,20,300,60,3.0,8
gamma_a0p015_w0p55_rho0_e0p055_pe0_c0p02_vs0_m1p25_clip8_pos120_dh20_hi300_hc60_gh3_gm8,12.0,-2607.0,1223.0,1396.0,4.0,1847.6061990225803,-2607.0,2,0.0021649635090604876,317,2760,0.015,0.55,0.0,0.055,0.0,0.02,0.005,0.0,1.25,8,120,20,300,60,3.0,8
gamma_a0p015_w0p55_rho0_e0p055_pe1_c0p02_vs0_m1_clip8_pos120_dh20_hi300_hc60_gh3_gm8,12.0,-2607.0,1223.0,1396.0,4.0,1847.6061990225803,-2607.0,2,0.0021649635090604876,317,2760,0.015,0.55,0.0,0.055,1.0,0.02,0.005,0.0,1.0,8,120,20,300,60,3.0,8
gamma_a0p015_w0p55_rho0_e0p055_pe1_c0p02_vs0_m1p25_clip8_pos120_dh20_hi300_hc60_gh3_gm8,12.0,-2607.0,1223.0,1396.0,4.0,1847.6061990225803,-2607.0,2,0.0021649635090604876,317,2760,0.015,0.55,0.0,0.055,1.0,0.02,0.005,0.0,1.25,8,120,20,300,60,3.0,8
gamma_a0p015_w0p55_rho0p2_e0p055_pe0_c0p02_vs0_m1_clip8_pos120_dh20_hi300_hc60_gh0_gm8,164.0,-2642.0,1377.0,1429.0,54.666666666666664,1906.9494545535867,-2642.0,2,0.028667076904476927,313,2745,0.015,0.55,0.2,0.055,0.0,0.02,0.005,0.0,1.0,8,120,20,300,60,0.0,8
gamma_a0p015_w0p55_rho0p2_e0p055_pe0_c0p02_vs0_m1p25_clip8_pos120_dh20_hi300_hc60_gh0_gm8,164.0,-2642.0,1377.0,1429.0,54.666666666666664,1906.9494545535867,-2642.0,2,0.028667076904476927,313,2745,0.015,0.55,0.2,0.055,0.0,0.02,0.005,0.0,1.25,8,120,20,300,60,0.0,8
gamma_a0p015_w0p55_rho0p2_e0p055_pe1_c0p02_vs0_m1_clip8_pos120_dh20_hi300_hc60_gh0_gm8,164.0,-2642.0,1377.0,1429.0,54.666666666666664,1906.9494545535867,-2642.0,2,0.028667076904476927,313,2745,0.015,0.55,0.2,0.055,1.0,0.02,0.005,0.0,1.0,8,120,20,300,60,0.0,8
gamma_a0p015_w0p55_rho0p2_e0p055_pe1_c0p02_vs0_m1p25_clip8_pos120_dh20_hi300_hc60_gh0_gm8,164.0,-2642.0,1377.0,1429.0,54.666666666666664,1906.9494545535867,-2642.0,2,0.028667076904476927,313,2745,0.015,0.55,0.2,0.055,1.0,0.02,0.005,0.0,1.25,8,120,20,300,60,0.0,8
gamma_a0p015_w0p55_rho0_e0p055_pe0_c0p01_vs0_m1_clip4_pos120_dh20_hi300_hc60_gh3_gm8,518.5,-2652.0,1702.5,1468.0,172.83333333333334,1999.7516651380047,-2652.0,2,0.08642739813461764,585,2757,0.015,0.55,0.0,0.055,0.0,0.01,0.005,0.0,1.0,4,120,20,300,60,3.0,8
gamma_a0p015_w0p55_rho0_e0p055_pe0_c0p01_vs0_m1p25_clip4_pos120_dh20_hi300_hc60_gh3_gm8,518.5,-2652.0,1702.5,1468.0,172.83333333333334,1999.7516651380047,-2652.0,2,0.08642739813461764,585,2757,0.015,0.55,0.0,0.055,0.0,0.01,0.005,0.0,1.25,4,120,20,300,60,3.0,8
gamma_a0p015_w0p55_rho0_e0p055_pe1_c0p01_vs0_m1_clip4_pos120_dh20_hi300_hc60_gh3_gm8,518.5,-2652.0,1702.5,1468.0,172.83333333333334,1999.7516651380047,-2652.0,2,0.08642739813461764,585,2757,0.015,0.55,0.0,0.055,1.0,0.01,0.005,0.0,1.0,4,120,20,300,60,3.0,8
gamma_a0p015_w0p55_rho0_e0p055_pe1_c0p01_vs0_m1p25_clip4_pos120_dh20_hi300_hc60_gh3_gm8,518.5,-2652.0,1702.5,1468.0,172.83333333333334,1999.7516651380047,-2652.0,2,0.08642739813461764,585,2757,0.015,0.55,0.0,0.055,1.0,0.01,0.005,0.0,1.25,4,120,20,300,60,3.0,8
gamma_a0p015_w0p85_rho0p2_e0p015_pe0_c0p01_vs0_m1_clip4_pos120_dh20_hi300_hc60_gh3_gm8,-1148.0,-2665.0,68.0,1449.0,-382.6666666666667,1709.4978469974417,-2665.0,2,-0.2238474107110212,576,2760,0.015,0.85,0.2,0.015,0.0,0.01,0.005,0.0,1.0,4,120,20,300,60,3.0,8
gamma_a0p015_w0p85_rho0p2_e0p015_pe0_c0p01_vs0_m1p25_clip4_pos120_dh20_hi300_hc60_gh3_gm8,-1148.0,-2665.0,68.0,1449.0,-382.6666666666667,1709.4978469974417,-2665.0,2,-0.2238474107110212,576,2760,0.015,0.85,0.2,0.015,0.0,0.01,0.005,0.0,1.25,4,120,20,300,60,3.0,8
gamma_a0p015_w0p85_rho0p2_e0p015_pe1_c0p01_vs0_m1_clip4_pos120_dh20_hi300_hc60_gh3_gm8,-1148.0,-2665.0,68.0,1449.0,-382.6666666666667,1709.4978469974417,-2665.0,2,-0.2238474107110212,576,2760,0.015,0.85,0.2,0.015,1.0,0.01,0.005,0.0,1.0,4,120,20,300,60,3.0,8
gamma_a0p015_w0p85_rho0p2_e0p015_pe1_c0p01_vs0_m1p25_clip4_pos120_dh20_hi300_hc60_gh3_gm8,-1148.0,-2665.0,68.0,1449.0,-382.6666666666667,1709.4978469974417,-2665.0,2,-0.2238474107110212,576,2760,0.015,0.85,0.2,0.015,1.0,0.01,0.005,0.0,1.25,4,120,20,300,60,3.0,8
gamma_a0p015_w0p55_rho0p2_e0p055_pe0_c0p01_vs0_m1_clip8_pos120_dh20_hi300_hc60_gh3_gm8,463.5,-2669.0,1736.5,1396.0,154.5,2001.3494197665734,-2669.0,2,0.07719791380454835,305,2754,0.015,0.55,0.2,0.055,0.0,0.01,0.005,0.0,1.0,8,120,20,300,60,3.0,8
gamma_a0p015_w0p55_rho0p2_e0p055_pe0_c0p01_vs0_m1p25_clip8_pos120_dh20_hi300_hc60_gh3_gm8,463.5,-2669.0,1736.5,1396.0,154.5,2001.3494197665734,-2669.0,2,0.07719791380454835,305,2754,0.015,0.55,0.2,0.055,0.0,0.01,0.005,0.0,1.25,8,120,20,300,60,3.0,8
gamma_a0p015_w0p55_rho0p2_e0p055_pe1_c0p01_vs0_m1_clip8_pos120_dh20_hi300_hc60_gh3_gm8,463.5,-2669.0,1736.5,1396.0,154.5,2001.3494197665734,-2669.0,2,0.07719791380454835,305,2754,0.015,0.55,0.2,0.055,1.0,0.01,0.005,0.0,1.0,8,120,20,300,60,3.0,8
gamma_a0p015_w0p55_rho0p2_e0p055_pe1_c0p01_vs0_m1p25_clip8_pos120_dh20_hi300_hc60_gh3_gm8,463.5,-2669.0,1736.5,1396.0,154.5,2001.3494197665734,-2669.0,2,0.07719791380454835,305,2754,0.015,0.55,0.2,0.055,1.0,0.01,0.005,0.0,1.25,8,120,20,300,60,3.0,8
gamma_a0p015_w0p85_rho0_e0p015_pe0_c0p01_vs0_m1_clip4_pos120_dh20_hi300_hc60_gh3_gm8,-1211.0,-2677.0,17.0,1449.0,-403.6666666666667,1710.494925128072,-2677.0,2,-0.2359940744262696,575,2760,0.015,0.85,0.0,0.015,0.0,0.01,0.005,0.0,1.0,4,120,20,300,60,3.0,8
gamma_a0p015_w0p85_rho0_e0p015_pe0_c0p01_vs0_m1p25_clip4_pos120_dh20_hi300_hc60_gh3_gm8,-1211.0,-2677.0,17.0,1449.0,-403.6666666666667,1710.494925128072,-2677.0,2,-0.2359940744262696,575,2760,0.015,0.85,0.0,0.015,0.0,0.01,0.005,0.0,1.25,4,120,20,300,60,3.0,8
gamma_a0p015_w0p85_rho0_e0p015_pe1_c0p01_vs0_m1_clip4_pos120_dh20_hi300_hc60_gh3_gm8,-1211.0,-2677.0,17.0,1449.0,-403.6666666666667,1710.494925128072,-2677.0,2,-0.2359940744262696,575,2760,0.015,0.85,0.0,0.015,1.0,0.01,0.005,0.0,1.0,4,120,20,300,60,3.0,8
gamma_a0p015_w0p85_rho0_e0p015_pe1_c0p01_vs0_m1p25_clip4_pos120_dh20_hi300_hc60_gh3_gm8,-1211.0,-2677.0,17.0,1449.0,-403.6666666666667,1710.494925128072,-2677.0,2,-0.2359940744262696,575,2760,0.015,0.85,0.0,0.015,1.0,0.01,0.005,0.0,1.25,4,120,20,300,60,3.0,8
gamma_a0p015_w0p55_rho0_e0p035_pe0_c0p02_vs0p1_m1_clip4_pos120_dh20_hi300_hc60_gh0_gm8,1848.0,-2697.0,1831.5,2713.5,616.0,2370.155796566968,-2697.0,2,0.2598985268782668,1337,2737,0.015,0.55,0.0,0.035,0.0,0.02,0.005,0.1,1.0,4,120,20,300,60,0.0,8
gamma_a0p015_w0p55_rho0_e0p035_pe0_c0p02_vs0p1_m1_clip8_pos120_dh20_hi300_hc60_gh0_gm8,1848.0,-2697.0,1831.5,2713.5,616.0,2370.155796566968,-2697.0,2,0.2598985268782668,1337,2737,0.015,0.55,0.0,0.035,0.0,0.02,0.005,0.1,1.0,8,120,20,300,60,0.0,8
gamma_a0p015_w0p55_rho0_e0p035_pe0_c0p02_vs0p1_m1p25_clip4_pos120_dh20_hi300_hc60_gh0_gm8,1848.0,-2697.0,1831.5,2713.5,616.0,2370.155796566968,-2697.0,2,0.2598985268782668,1337,2737,0.015,0.55,0.0,0.035,0.0,0.02,0.005,0.1,1.25,4,120,20,300,60,0.0,8
gamma_a0p015_w0p55_rho0_e0p035_pe0_c0p02_vs0p1_m1p25_clip8_pos120_dh20_hi300_hc60_gh0_gm8,1848.0,-2697.0,1831.5,2713.5,616.0,2370.155796566968,-2697.0,2,0.2598985268782668,1337,2737,0.015,0.55,0.0,0.035,0.0,0.02,0.005,0.1,1.25,8,120,20,300,60,0.0,8
gamma_a0p015_w0p55_rho0_e0p035_pe1_c0p02_vs0p1_m1_clip4_pos120_dh20_hi300_hc60_gh0_gm8,1848.0,-2697.0,1831.5,2713.5,616.0,2370.155796566968,-2697.0,2,0.2598985268782668,1337,2737,0.015,0.55,0.0,0.035,1.0,0.02,0.005,0.1,1.0,4,120,20,300,60,0.0,8
gamma_a0p015_w0p55_rho0_e0p035_pe1_c0p02_vs0p1_m1_clip8_pos120_dh20_hi300_hc60_gh0_gm8,1848.0,-2697.0,1831.5,2713.5,616.0,2370.155796566968,-2697.0,2,0.2598985268782668,1337,2737,0.015,0.55,0.0,0.035,1.0,0.02,0.005,0.1,1.0,8,120,20,300,60,0.0,8
gamma_a0p015_w0p55_rho0_e0p035_pe1_c0p02_vs0p1_m1p25_clip4_pos120_dh20_hi300_hc60_gh0_gm8,1848.0,-2697.0,1831.5,2713.5,616.0,2370.155796566968,-2697.0,2,0.2598985268782668,1337,2737,0.015,0.55,0.0,0.035,1.0,0.02,0.005,0.1,1.25,4,120,20,300,60,0.0,8
gamma_a0p015_w0p55_rho0_e0p035_pe1_c0p02_vs0p1_m1p25_clip8_pos120_dh20_hi300_hc60_gh0_gm8,1848.0,-2697.0,1831.5,2713.5,616.0,2370.155796566968,-2697.0,2,0.2598985268782668,1337,2737,0.015,0.55,0.0,0.035,1.0,0.02,0.005,0.1,1.25,8,120,20,300,60,0.0,8
gamma_a0p015_w0p7_rho0p2_e0p055_pe0_c0p02_vs0p1_m1_clip8_pos120_dh20_hi300_hc60_gh0_gm8,1441.5,-2697.0,1884.5,2254.0,480.5,2251.8899099793193,-2697.0,2,0.21337632797697442,1102,2735,0.015,0.7,0.2,0.055,0.0,0.02,0.005,0.1,1.0,8,120,20,300,60,0.0,8
gamma_a0p015_w0p7_rho0p2_e0p055_pe0_c0p02_vs0p1_m1p25_clip8_pos120_dh20_hi300_hc60_gh0_gm8,1441.5,-2697.0,1884.5,2254.0,480.5,2251.8899099793193,-2697.0,2,0.21337632797697442,1102,2735,0.015,0.7,0.2,0.055,0.0,0.02,0.005,0.1,1.25,8,120,20,300,60,0.0,8
gamma_a0p015_w0p7_rho0p2_e0p055_pe1_c0p02_vs0p1_m1_clip8_pos120_dh20_hi300_hc60_gh0_gm8,1441.5,-2697.0,1884.5,2254.0,480.5,2251.8899099793193,-2697.0,2,0.21337632797697442,1102,2735,0.015,0.7,0.2,0.055,1.0,0.02,0.005,0.1,1.0,8,120,20,300,60,0.0,8
gamma_a0p015_w0p7_rho0p2_e0p055_pe1_c0p02_vs0p1_m1p25_clip8_pos120_dh20_hi300_hc60_gh0_gm8,1441.5,-2697.0,1884.5,2254.0,480.5,2251.8899099793193,-2697.0,2,0.21337632797697442,1102,2735,0.015,0.7,0.2,0.055,1.0,0.02,0.005,0.1,1.25,8,120,20,300,60,0.0,8
gamma_a0p015_w0p7_rho0p2_e0p055_pe0_c0p02_vs0p1_m1_clip4_pos120_dh20_hi300_hc60_gh0_gm8,1310.5,-2697.0,1884.5,2123.0,436.8333333333333,2218.092887044083,-2697.0,2,0.19694095584756033,1114,2743,0.015,0.7,0.2,0.055,0.0,0.02,0.005,0.1,1.0,4,120,20,300,60,0.0,8
