variant_id,final_pnl_total,day_0_pnl,day_1_pnl,day_2_pnl,mean_day_pnl,std_day_pnl,min_day_pnl,positive_days,stability_score,own_trade_count,traded_qty,rv_alpha,rv_weight,forecast_rho,min_vol_edge,min_price_edge,cost_buffer,exit_vol_edge,vega_clip_scale,moneyness_limit,max_option_clip,max_long_option_position,delta_hedge_threshold,hedge_interval_ticks,max_hedge_clip,gamma_hedge_sensitivity,gamma_hedge_min_threshold
gamma_a0p015_w0p95_rho0p2_e0p035_pe1_c0p02_vs0p1_m1p25_clip8_pos120_dh20_hi300_hc60_gh0_gm8,2011.5,-1540.0,1795.0,1756.5,670.5,1563.1385628493292,-1540.0,2,0.42894469878432684,1093,2739,0.015,0.95,0.2,0.035,1.0,0.02,0.005,0.1,1.25,8,120,20,300,60,0.0,8
gamma_a0p015_w0p95_rho0p2_e0p035_pe0_c0p02_vs0p1_m1_clip4_pos120_dh20_hi300_hc60_gh0_gm8,1852.0,-1540.0,1795.0,1597.0,617.3333333333334,1527.6051700474031,-1540.0,2,0.40411838440804226,1128,2746,0.015,0.95,0.2,0.035,0.0,0.02,0.005,0.1,1.0,4,120,20,300,60,0.0,8
gamma_a0p015_w0p95_rho0p2_e0p035_pe0_c0p02_vs0p1_m1p25_clip4_pos120_dh20_hi300_hc60_gh0_gm8,1852.0,-1540.0,1795.0,1597.0,617.3333333333334,1527.6051700474031,-1540.0,2,0.40411838440804226,1128,2746,0.015,0.95,0.2,0.035,0.0,0.02,0.005,0.1,1.25,4,120,20,300,60,0.0,8
gamma_a0p015_w0p95_rho0p2_e0p035_pe1_c0p02_vs0p1_m1_clip4_pos120_dh20_hi300_hc60_gh0_gm8,1852.0,-1540.0,1795.0,1597.0,617.3333333333334,1527.6051700474031,-1540.0,2,0.40411838440804226,1128,2746,0.015,0.95,0.2,0.035,1.0,0.02,0.005,0.1,1.0,4,120,20,300,60,0.0,8
gamma_a0p015_w0p95_rho0p2_e0p035_pe1_c0p02_vs0p1_m1p25_clip4_pos120_dh20_hi300_hc60_gh0_gm8,1852.0,-1540.0,1795.0,1597.0,617.3333333333334,1527.6051700474031,-1540.0,2,0.40411838440804226,1128,2746,0.015,0.95,0.2,0.035,1.0,0.02,0.005,0.1,1.25,4,120,20,300,60,0.0,8
gamma_a0p015_w0p85_rho0p2_e0p055_pe0_c0p02_vs0p1_m1_clip4_pos120_dh20_hi300_hc60_gh0_gm8,2306.0,-1544.0,2201.5,1648.5,768.6666666666666,1650.8124430783232,-1544.0,2,0.4656293147590065,1003,2733,0.015,0.85,0.2,0.055,0.0,0.02,0.005,0.1,1.0,4,120,20,300,60,0.0,8
gamma_a0p015_w0p85_rho0p2_e0p055_pe0_c0p02_vs0p1_m1p25_clip4_pos120_dh20_hi300_hc60_gh0_gm8,2306.0,-1544.0,2201.5,1648.5,768.6666666666666,1650.8124430783232,-1544.0,2,0.4656293147590065,1003,2733,0.015,0.85,0.2,0.055,0.0,0.02,0.005,0.1,1.25,4,120,20,300,60,0.0,8
gamma_a0p015_w0p85_rho0p2_e0p055_pe1_c0p02_vs0p1_m1_clip4_pos120_dh20_hi300_hc60_gh0_gm8,2306.0,-1544.0,2201.5,1648.5,768.6666666666666,1650.8124430783232,-1544.0,2,0.4656293147590065,1003,2733,0.015,0.85,0.2,0.055,1.0,0.02,0.005,0.1,1.0,4,120,20,300,60,0.0,8
gamma_a0p015_w0p85_rho0p2_e0p055_pe1_c0p02_vs0p1_m1p25_clip4_pos120_dh20_hi300_hc60_gh0_gm8,2306.0,-1544.0,2201.5,1648.5,768.6666666666666,1650.8124430783232,-1544.0,2,0.4656293147590065,1003,2733,0.015,0.85,0.2,0.055,1.0,0.02,0.005,0.1,1.25,4,120,20,300,60,0.0,8
gamma_a0p015_w0p85_rho0p2_e0p055_pe0_c0p02_vs0p1_m1_clip8_pos120_dh20_hi300_hc60_gh0_gm8,2074.0,-1544.0,2201.5,1416.5,691.3333333333334,1612.7807421414177,-1544.0,2,0.42865921899276044,978,2741,0.015,0.85,0.2,0.055,0.0,0.02,0.005,0.1,1.0,8,120,20,300,60,0.0,8
gamma_a0p015_w0p85_rho0p2_e0p055_pe0_c0p02_vs0p1_m1p25_clip8_pos120_dh20_hi300_hc60_gh0_gm8,2074.0,-1544.0,2201.5,1416.5,691.3333333333334,1612.7807421414177,-1544.0,2,0.42865921899276044,978,2741,0.015,0.85,0.2,0.055,0.0,0.02,0.005,0.1,1.25,8,120,20,300,60,0.0,8
gamma_a0p015_w0p85_rho0p2_e0p055_pe1_c0p02_vs0p1_m1_clip8_pos120_dh20_hi300_hc60_gh0_gm8,2074.0,-1544.0,2201.5,1416.5,691.3333333333334,1612.7807421414177,-1544.0,2,0.42865921899276044,978,2741,0.015,0.85,0.2,0.055,1.0,0.02,0.005,0.1,1.0,8,120,20,300,60,0.0,8
gamma_a0p015_w0p85_rho0p2_e0p055_pe1_c0p02_vs0p1_m1p25_clip8_pos120_dh20_hi300_hc60_gh0_gm8,2074.0,-1544.0,2201.5,1416.5,691.3333333333334,1612.7807421414177,-1544.0,2,0.42865921899276044,978,2741,0.015,0.85,0.2,0.055,1.0,0.02,0.005,0.1,1.25,8,120,20,300,60,0.0,8
gamma_a0p015_w0p95_rho0p2_e0p055_pe0_c0p02_vs0_m1_clip8_pos120_dh20_hi300_hc60_gh3_gm8,1242.0,-1546.0,1392.0,1396.0,414.0,1385.9302531753417,-1546.0,2,0.29871633081908333,303,2760,0.015,0.95,0.2,0.055,0.0,0.02,0.005,0.0,1.0,8,120,20,300,60,3.0,8
gamma_a0p015_w0p95_rho0p2_e0p055_pe0_c0p02_vs0_m1p25_clip8_pos120_dh20_hi300_hc60_gh3_gm8,1242.0,-1546.0,1392.0,1396.0,414.0,1385.9302531753417,-1546.0,2,0.29871633081908333,303,2760,0.015,0.95,0.2,0.055,0.0,0.02,0.005,0.0,1.25,8,120,20,300,60,3.0,8
gamma_a0p015_w0p95_rho0p2_e0p055_pe1_c0p02_vs0_m1_clip8_pos120_dh20_hi300_hc60_gh3_gm8,1242.0,-1546.0,1392.0,1396.0,414.0,1385.9302531753417,-1546.0,2,0.29871633081908333,303,2760,0.015,0.95,0.2,0.055,1.0,0.02,0.005,0.0,1.0,8,120,20,300,60,3.0,8
gamma_a0p015_w0p95_rho0p2_e0p055_pe1_c0p02_vs0_m1p25_clip8_pos120_dh20_hi300_hc60_gh3_gm8,1242.0,-1546.0,1392.0,1396.0,414.0,1385.9302531753417,-1546.0,2,0.29871633081908333,303,2760,0.015,0.95,0.2,0.055,1.0,0.02,0.005,0.0,1.25,8,120,20,300,60,3.0,8
gamma_a0p015_w0p7_rho0_e0p035_pe0_c0p01_vs0p1_m1_clip4_pos120_dh20_hi300_hc60_gh3_gm8,2168.5,-1551.0,2180.5,1539.0,722.8333333333334,1629.0322450938643,-1551.0,2,0.4437194754798977,1333,2752,0.015,0.7,0.0,0.035,0.0,0.01,0.005,0.1,1.0,4,120,20,300,60,3.0,8
gamma_a0p015_w0p7_rho0_e0p035_pe0_c0p01_vs0p1_m1p25_clip4_pos120_dh20_hi300_hc60_gh3_gm8,2168.5,-1551.0,2180.5,1539.0,722.8333333333334,1629.0322450938643,-1551.0,2,0.4437194754798977,1333,2752,0.015,0.7,0.0,0.035,0.0,0.01,0.005,0.1,1.25,4,120,20,300,60,3.0,8
gamma_a0p015_w0p7_rho0_e0p035_pe1_c0p01_vs0p1_m1_clip4_pos120_dh20_hi300_hc60_gh3_gm8,2168.5,-1551.0,2180.5,1539.0,722.8333333333334,1629.0322450938643,-1551.0,2,0.4437194754798977,1333,2752,0.015,0.7,0.0,0.035,1.0,0.01,0.005,0.1,1.0,4,120,20,300,60,3.0,8
gamma_a0p015_w0p7_rho0_e0p035_pe1_c0p01_vs0p1_m1p25_clip4_pos120_dh20_hi300_hc60_gh3_gm8,2168.5,-1551.0,2180.5,1539.0,722.8333333333334,1629.0322450938643,-1551.0,2,0.4437194754798977,1333,2752,0.015,0.7,0.0,0.035,1.0,0.01,0.005,0.1,1.25,4,120,20,300,60,3.0,8
gamma_a0p015_w0p7_rho0_e0p035_pe0_c0p01_vs0p1_m1_clip8_pos120_dh20_hi300_hc60_gh3_gm8,2141.5,-1551.0,2180.5,1512.0,713.8333333333334,1624.5667285635132,-1551.0,2,0.43939920766694834,1318,2752,0.015,0.7,0.0,0.035,0.0,0.01,0.005,0.1,1.0,8,120,20,300,60,3.0,8
gamma_a0p015_w0p7_rho0_e0p035_pe0_c0p01_vs0p1_m1p25_clip8_pos120_dh20_hi300_hc60_gh3_gm8,2141.5,-1551.0,2180.5,1512.0,713.8333333333334,1624.5667285635132,-1551.0,2,0.43939920766694834,1318,2752,0.015,0.7,0.0,0.035,0.0,0.01,0.005,0.1,1.25,8,120,20,300,60,3.0,8
gamma_a0p015_w0p7_rho0_e0p035_pe1_c0p01_vs0p1_m1_clip8_pos120_dh20_hi300_hc60_gh3_gm8,2141.5,-1551.0,2180.5,1512.0,713.8333333333334,1624.5667285635132,-1551.0,2,0.43939920766694834,1318,2752,0.015,0.7,0.0,0.035,1.0,0.01,0.005,0.1,1.0,8,120,20,300,60,3.0,8
gamma_a0p015_w0p7_rho0_e0p035_pe1_c0p01_vs0p1_m1p25_clip8_pos120_dh20_hi300_hc60_gh3_gm8,2141.5,-1551.0,2180.5,1512.0,713.8333333333334,1624.5667285635132,-1551.0,2,0.43939920766694834,1318,2752,0.015,0.7,0.0,0.035,1.0,0.01,0.005,0.1,1.25,8,120,20,300,60,3.0,8
gamma_a0p015_w0p55_rho0p2_e0p015_pe0_c0p02_vs0_m1_clip8_pos120_dh20_hi300_hc60_gh0_gm8,1164.0,-1556.0,1291.0,1429.0,388.0,1375.7696028041905,-1556.0,2,0.2820239662286978,308,2753,0.015,0.55,0.2,0.015,0.0,0.02,0.005,0.0,1.0,8,120,20,300,60,0.0,8
gamma_a0p015_w0p55_rho0p2_e0p015_pe0_c0p02_vs0_m1p25_clip8_pos120_dh20_hi300_hc60_gh0_gm8,1164.0,-1556.0,1291.0,1429.0,388.0,1375.7696028041905,-1556.0,2,0.2820239662286978,308,2753,0.015,0.55,0.2,0.015,0.0,0.02,0.005,0.0,1.25,8,120,20,300,60,0.0,8
gamma_a0p015_w0p55_rho0p2_e0p015_pe1_c0p02_vs0_m1_clip8_pos120_dh20_hi300_hc60_gh0_gm8,1164.0,-1556.0,1291.0,1429.0,388.0,1375.7696028041905,-1556.0,2,0.2820239662286978,308,2753,0.015,0.55,0.2,0.015,1.0,0.02,0.005,0.0,1.0,8,120,20,300,60,0.0,8
gamma_a0p015_w0p55_rho0p2_e0p015_pe1_c0p02_vs0_m1p25_clip8_pos120_dh20_hi300_hc60_gh0_gm8,1164.0,-1556.0,1291.0,1429.0,388.0,1375.7696028041905,-1556.0,2,0.2820239662286978,308,2753,0.015,0.55,0.2,0.015,1.0,0.02,0.005,0.0,1.25,8,120,20,300,60,0.0,8
gamma_a0p015_w0p55_rho0_e0p015_pe0_c0p02_vs0_m1_clip8_pos120_dh20_hi300_hc60_gh0_gm8,1150.0,-1561.0,1282.0,1429.0,383.3333333333333,1376.1604396128946,-1561.0,2,0.2785527924642886,308,2746,0.015,0.55,0.0,0.015,0.0,0.02,0.005,0.0,1.0,8,120,20,300,60,0.0,8
gamma_a0p015_w0p55_rho0_e0p015_pe0_c0p02_vs0_m1p25_clip8_pos120_dh20_hi300_hc60_gh0_gm8,1150.0,-1561.0,1282.0,1429.0,383.3333333333333,1376.1604396128946,-1561.0,2,0.2785527924642886,308,2746,0.015,0.55,0.0,0.015,0.0,0.02,0.005,0.0,1.25,8,120,20,300,60,0.0,8
gamma_a0p015_w0p55_rho0_e0p015_pe1_c0p02_vs0_m1_clip8_pos120_dh20_hi300_hc60_gh0_gm8,1150.0,-1561.0,1282.0,1429.0,383.3333333333333,1376.1604396128946,-1561.0,2,0.2785527924642886,308,2746,0.015,0.55,0.0,0.015,1.0,0.02,0.005,0.0,1.0,8,120,20,300,60,0.0,8
gamma_a0p015_w0p55_rho0_e0p015_pe1_c0p02_vs0_m1p25_clip8_pos120_dh20_hi300_hc60_gh0_gm8,1150.0,-1561.0,1282.0,1429.0,383.3333333333333,1376.1604396128946,-1561.0,2,0.2785527924642886,308,2746,0.015,0.55,0.0,0.015,1.0,0.02,0.005,0.0,1.25,8,120,20,300,60,0.0,8
gamma_a0p015_w0p7_rho0p2_e0p035_pe0_c0p01_vs0p1_m1_clip4_pos120_dh20_hi300_hc60_gh3_gm8,2073.5,-1562.0,1924.0,1711.5,691.1666666666666,1595.5895636270486,-1562.0,2,0.4331732184905328,1330,2753,0.015,0.7,0.2,0.035,0.0,0.01,0.005,0.1,1.0,4,120,20,300,60,3.0,8
gamma_a0p015_w0p7_rho0p2_e0p035_pe0_c0p01_vs0p1_m1p25_clip4_pos120_dh20_hi300_hc60_gh3_gm8,2073.5,-1562.0,1924.0,1711.5,691.1666666666666,1595.5895636270486,-1562.0,2,0.4331732184905328,1330,2753,0.015,0.7,0.2,0.035,0.0,0.01,0.005,0.1,1.25,4,120,20,300,60,3.0,8
gamma_a0p015_w0p7_rho0p2_e0p035_pe1_c0p01_vs0p1_m1_clip4_pos120_dh20_hi300_hc60_gh3_gm8,2073.5,-1562.0,1924.0,1711.5,691.1666666666666,1595.5895636270486,-1562.0,2,0.4331732184905328,1330,2753,0.015,0.7,0.2,0.035,1.0,0.01,0.005,0.1,1.0,4,120,20,300,60,3.0,8
gamma_a0p015_w0p7_rho0p2_e0p035_pe1_c0p01_vs0p1_m1p25_clip4_pos120_dh20_hi300_hc60_gh3_gm8,2073.5,-1562.0,1924.0,1711.5,691.1666666666666,1595.5895636270486,-1562.0,2,0.4331732184905328,1330,2753,0.015,0.7,0.2,0.035,1.0,0.01,0.005,0.1,1.25,4,120,20,300,60,3.0,8
gamma_a0p015_w0p7_rho0p2_e0p035_pe0_c0p01_vs0p1_m1_clip8_pos120_dh20_hi300_hc60_gh3_gm8,1867.0,-1562.0,1924.0,1505.0,622.3333333333334,1554.00007150007,-1562.0,2,0.4004718820457949,1317,2760,0.015,0.7,0.2,0.035,0.0,0.01,0.005,0.1,1.0,8,120,20,300,60,3.0,8
gamma_a0p015_w0p7_rho0p2_e0p035_pe0_c0p01_vs0p1_m1p25_clip8_pos120_dh20_hi300_hc60_gh3_gm8,1867.0,-1562.0,1924.0,1505.0,622.3333333333334,1554.00007150007,-1562.0,2,0.4004718820457949,1317,2760,0.015,0.7,0.2,0.035,0.0,0.01,0.005,0.1,1.25,8,120,20,300,60,3.0,8
gamma_a0p015_w0p7_rho0p2_e0p035_pe1_c0p01_vs0p1_m1_clip8_pos120_dh20_hi300_hc60_gh3_gm8,1867.0,-1562.0,1924.0,1505.0,622.3333333333334,1554.00007150007,-1562.0,2,0.4004718820457949,1317,2760,0.015,0.7,0.2,0.035,1.0,0.01,0.005,0.1,1.0,8,120,20,300,60,3.0,8
gamma_a0p015_w0p7_rho0p2_e0p035_pe1_c0p01_vs0p1_m1p25_clip8_pos120_dh20_hi300_hc60_gh3_gm8,1867.0,-1562.0,1924.0,1505.0,622.3333333333334,1554.00007150007,-1562.0,2,0.4004718820457949,1317,2760,0.015,0.7,0.2,0.035,1.0,0.01,0.005,0.1,1.25,8,120,20,300,60,3.0,8
gamma_a0p015_w0p95_rho0_e0p035_pe0_c0p02_vs0p1_m1_clip8_pos120_dh20_hi300_hc60_gh0_gm8,2576.5,-1571.0,2339.0,1808.5,858.8333333333334,1731.747688191197,-1571.0,2,0.4959344477196243,1093,2724,0.015,0.95,0.0,0.035,0.0,0.02,0.005,0.1,1.0,8,120,20,300,60,0.0,8
gamma_a0p015_w0p95_rho0_e0p035_pe0_c0p02_vs0p1_m1p25_clip8_pos120_dh20_hi300_hc60_gh0_gm8,2576.5,-1571.0,2339.0,1808.5,858.8333333333334,1731.747688191197,-1571.0,2,0.4959344477196243,1093,2724,0.015,0.95,0.0,0.035,0.0,0.02,0.005,0.1,1.25,8,120,20,300,60,0.0,8
gamma_a0p015_w0p95_rho0_e0p035_pe1_c0p02_vs0p1_m1_clip8_pos120_dh20_hi300_hc60_gh0_gm8,2576.5,-1571.0,2339.0,1808.5,858.8333333333334,1731.747688191197,-1571.0,2,0.4959344477196243,1093,2724,0.015,0.95,0.0,0.035,1.0,0.02,0.005,0.1,1.0,8,120,20,300,60,0.0,8
gamma_a0p015_w0p95_rho0_e0p035_pe1_c0p02_vs0p1_m1p25_clip8_pos120_dh20_hi300_hc60_gh0_gm8,2576.5,-1571.0,2339.0,1808.5,858.8333333333334,1731.747688191197,-1571.0,2,0.4959344477196243,1093,2724,0.015,0.95,0.0,0.035,1.0,0.02,0.005,0.1,1.25,8,120,20,300,60,0.0,8
gamma_a0p015_w0p95_rho0_e0p035_pe0_c0p02_vs0p1_m1_clip4_pos120_dh20_hi300_hc60_gh0_gm8,2366.0,-1571.0,2339.0,1598.0,788.6666666666666,1695.737859720331,-1571.0,2,0.4650876089988768,1127,2733,0.015,0.95,0.0,0.035,0.0,0.02,0.005,0.1,1.0,4,120,20,300,60,0.0,8
gamma_a0p015_w0p95_rho0_e0p035_pe0_c0p02_vs0p1_m1p25_clip4_pos120_dh20_hi300_hc60_gh0_gm8,2366.0,-1571.0,2339.0,1598.0,788.6666666666666,1695.737859720331,-1571.0,2,0.4650876089988768,1127,2733,0.015,0.95,0.0,0.035,0.0,0.02,0.005,0.1,1.25,4,120,20,300,60,0.0,8
gamma_a0p015_w0p95_rho0_e0p035_pe1_c0p02_vs0p1_m1_clip4_pos120_dh20_hi300_hc60_gh0_gm8,2366.0,-1571.0,2339.0,1598.0,788.6666666666666,1695.737859720331,-1571.0,2,0.4650876089988768,1127,2733,0.015,0.95,0.0,0.035,1.0,0.02,0.005,0.1,1.0,4,120,20,300,60,0.0,8
gamma_a0p015_w0p95_rho0_e0p035_pe1_c0p02_vs0p1_m1p25_clip4_pos120_dh20_hi300_hc60_gh0_gm8,2366.0,-1571.0,2339.0,1598.0,788.6666666666666,1695.737859720331,-1571.0,2,0.4650876089988768,1127,2733,0.015,0.95,0.0,0.035,1.0,0.02,0.005,0.1,1.25,4,120,20,300,60,0.0,8
gamma_a0p015_w0p7_rho0p2_e0p015_pe0_c0p01_vs0p1_m1_clip8_pos120_dh20_hi300_hc60_gh0_gm8,2254.5,-1573.0,2099.5,1728.0,751.5,1650.6520428808328,-1573.0,2,0.45527463116210404,1497,2730,0.015,0.7,0.2,0.015,0.0,0.01,0.005,0.1,1.0,8,120,20,300,60,0.0,8
gamma_a0p015_w0p7_rho0p2_e0p015_pe0_c0p01_vs0p1_m1p25_clip8_pos120_dh20_hi300_hc60_gh0_gm8,2254.5,-1573.0,2099.5,1728.0,751.5,1650.6520428808328,-1573.0,2,0.45527463116210404,1497,2730,0.015,0.7,0.2,0.015,0.0,0.01,0.005,0.1,1.25,8,120,20,300,60,0.0,8
gamma_a0p015_w0p7_rho0p2_e0p015_pe1_c0p01_vs0p1_m1_clip8_pos120_dh20_hi300_hc60_gh0_gm8,2254.5,-1573.0,2099.5,1728.0,751.5,1650.6520428808328,-1573.0,2,0.45527463116210404,1497,2730,0.015,0.7,0.2,0.015,1.0,0.01,0.005,0.1,1.0,8,120,20,300,60,0.0,8
gamma_a0p015_w0p7_rho0p2_e0p015_pe1_c0p01_vs0p1_m1p25_clip8_pos120_dh20_hi300_hc60_gh0_gm8,2254.5,-1573.0,2099.5,1728.0,751.5,1650.6520428808328,-1573.0,2,0.45527463116210404,1497,2730,0.015,0.7,0.2,0.015,1.0,0.01,0.005,0.1,1.25,8,120,20,300,60,0.0,8
gamma_a0p015_w0p7_rho0p2_e0p015_pe0_c0p01_vs0p1_m1_clip4_pos120_dh20_hi300_hc60_gh0_gm8,2123.5,-1573.0,2099.5,1597.0,707.8333333333334,1625.7874160609751,-1573.0,2,0.4353787748264566,1509,2738,0.015,0.7,0.2,0.015,0.0,0.01,0.005,0.1,1.0,4,120,20,300,60,0.0,8
gamma_a0p015_w0p7_rho0p2_e0p015_pe0_c0p01_vs0p1_m1p25_clip4_pos120_dh20_hi300_hc60_gh0_gm8,2123.5,-1573.0,2099.5,1597.0,707.8333333333334,1625.7874160609751,-1573.0,2,0.4353787748264566,1509,2738,0.015,0.7,0.2,0.015,0.0,0.01,0.005,0.1,1.25,4,120,20,300,60,0.0,8
gamma_a0p015_w0p7_rho0p2_e0p015_pe1_c0p01_vs0p1_m1_clip4_pos120_dh20_hi300_hc60_gh0_gm8,2123.5,-1573.0,2099.5,1597.0,707.8333333333334,1625.7874160609751,-1573.0,2,0.4353787748264566,1509,2738,0.015,0.7,0.2,0.015,1.0,0.01,0.005,0.1,1.0,4,120,20,300,60,0.0,8
gamma_a0p015_w0p7_rho0p2_e0p015_pe1_c0p01_vs0p1_m1p25_clip4_pos120_dh20_hi300_hc60_gh0_gm8,2123.5,-1573.0,2099.5,1597.0,707.8333333333334,1625.7874160609751,-1573.0,2,0.4353787748264566,1509,2738,0.015,0.7,0.2,0.015,1.0,0.01,0.005,0.1,1.25,4,120,20,300,60,0.0,8
gamma_a0p015_w0p95_rho0p2_e0p035_pe0_c0p02_vs0p1_m1_clip8_pos120_dh20_hi300_hc60_gh3_gm8,1530.0,-1595.0,1751.0,1374.0,510.0,1496.3958923582577,-1595.0,2,0.34081889866452414,1100,2760,0.015,0.95,0.2,0.035,0.0,0.02,0.005,0.1,1.0,8,120,20,300,60,3.0,8
gamma_a0p015_w0p95_rho0p2_e0p035_pe0_c0p02_vs0p1_m1p25_clip8_pos120_dh20_hi300_hc60_gh3_gm8,1530.0,-1595.0,1751.0,1374.0,510.0,1496.3958923582577,-1595.0,2,0.34081889866452414,1100,2760,0.015,0.95,0.2,0.035,0.0,0.02,0.005,0.1,1.25,8,120,20,300,60,3.0,8
gamma_a0p015_w0p95_rho0p2_e0p035_pe1_c0p02_vs0p1_m1_clip8_pos120_dh20_hi300_hc60_gh3_gm8,1530.0,-1595.0,1751.0,1374.0,510.0,1496.3958923582577,-1595.0,2,0.34081889866452414,1100,2760,0.015,0.95,0.2,0.035,1.0,0.02,0.005,0.1,1.0,8,120,20,300,60,3.0,8
gamma_a0p015_w0p95_rho0p2_e0p035_pe1_c0p02_vs0p1_m1p25_clip8_pos120_dh20_hi300_hc60_gh3_gm8,1530.0,-1595.0,1751.0,1374.0,510.0,1496.3958923582577,-1595.0,2,0.34081889866452414,1100,2760,0.015,0.95,0.2,0.035,1.0,0.02,0.005,0.1,1.25,8,120,20,300,60,3.0,8
gamma_a0p015_w0p95_rho0p2_e0p035_pe0_c0p02_vs0p1_m1_clip4_pos120_dh20_hi300_hc60_gh3_gm8,1529.0,-1595.0,1751.0,1373.0,509.6666666666667,1496.2034918048043,-1595.0,2,0.3406399393250564,1137,2760,0.015,0.95,0.2,0.035,0.0,0.02,0.005,0.1,1.0,4,120,20,300,60,3.0,8
gamma_a0p015_w0p95_rho0p2_e0p035_pe0_c0p02_vs0p1_m1p25_clip4_pos120_dh20_hi300_hc60_gh3_gm8,1529.0,-1595.0,1751.0,1373.0,509.6666666666667,1496.2034918048043,-1595.0,2,0.3406399393250564,1137,2760,0.015,0.95,0.2,0.035,0.0,0.02,0.005,0.1,1.25,4,120,20,300,60,3.0,8
gamma_a0p015_w0p95_rho0p2_e0p035_pe1_c0p02_vs0p1_m1_clip4_pos120_dh20_hi300_hc60_gh3_gm8,1529.0,-1595.0,1751.0,1373.0,509.6666666666667,1496.2034918048043,-1595.0,2,0.3406399393250564,1137,2760,0.015,0.95,0.2,0.035,1.0,0.02,0.005,0.1,1.0,4,120,20,300,60,3.0,8
gamma_a0p015_w0p95_rho0p2_e0p035_pe1_c0p02_vs0p1_m1p25_clip4_pos120_dh20_hi300_hc60_gh3_gm8,1529.0,-1595.0,1751.0,1373.0,509.6666666666667,1496.2034918048043,-1595.0,2,0.3406399393250564,1137,2760,0.015,0.95,0.2,0.035,1.0,0.02,0.005,0.1,1.25,4,120,20,300,60,3.0,8
gamma_a0p015_w0p85_rho0p2_e0p055_pe0_c0p01_vs0_m1_clip8_pos120_dh20_hi300_hc60_gh0_gm8,1387.5,-1603.0,1561.5,1429.0,462.5,1461.5304193435957,-1603.0,2,0.31644910969927137,304,2753,0.015,0.85,0.2,0.055,0.0,0.01,0.005,0.0,1.0,8,120,20,300,60,0.0,8
gamma_a0p015_w0p85_rho0p2_e0p055_pe0_c0p01_vs0_m1p25_clip8_pos120_dh20_hi300_hc60_gh0_gm8,1387.5,-1603.0,1561.5,1429.0,462.5,1461.5304193435957,-1603.0,2,0.31644910969927137,304,2753,0.015,0.85,0.2,0.055,0.0,0.01,0.005,0.0,1.25,8,120,20,300,60,0.0,8
gamma_a0p015_w0p85_rho0p2_e0p055_pe1_c0p01_vs0_m1_clip8_pos120_dh20_hi300_hc60_gh0_gm8,1387.5,-1603.0,1561.5,1429.0,462.5,1461.5304193435957,-1603.0,2,0.31644910969927137,304,2753,0.015,0.85,0.2,0.055,1.0,0.01,0.005,0.0,1.0,8,120,20,300,60,0.0,8
gamma_a0p015_w0p85_rho0p2_e0p055_pe1_c0p01_vs0_m1p25_clip8_pos120_dh20_hi300_hc60_gh0_gm8,1387.5,-1603.0,1561.5,1429.0,462.5,1461.5304193435957,-1603.0,2,0.31644910969927137,304,2753,0.015,0.85,0.2,0.055,1.0,0.01,0.005,0.0,1.25,8,120,20,300,60,0.0,8
gamma_a0p015_w0p85_rho0_e0p055_pe0_c0p01_vs0_m1_clip8_pos120_dh20_hi300_hc60_gh0_gm8,1516.0,-1630.0,1717.0,1429.0,505.3333333333333,1514.4795218893594,-1630.0,2,0.33366798694153416,303,2748,0.015,0.85,0.0,0.055,0.0,0.01,0.005,0.0,1.0,8,120,20,300,60,0.0,8
gamma_a0p015_w0p85_rho0_e0p055_pe0_c0p01_vs0_m1p25_clip8_pos120_dh20_hi300_hc60_gh0_gm8,1516.0,-1630.0,1717.0,1429.0,505.3333333333333,1514.4795218893594,-1630.0,2,0.33366798694153416,303,2748,0.015,0.85,0.0,0.055,0.0,0.01,0.005,0.0,1.25,8,120,20,300,60,0.0,8
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p01_vs0_m1_clip8_pos120_dh20_hi300_hc60_gh0_gm8,1516.0,-1630.0,1717.0,1429.0,505.3333333333333,1514.4795218893594,-1630.0,2,0.33366798694153416,303,2748,0.015,0.85,0.0,0.055,1.0,0.01,0.005,0.0,1.0,8,120,20,300,60,0.0,8
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p01_vs0_m1p25_clip8_pos120_dh20_hi300_hc60_gh0_gm8,1516.0,-1630.0,1717.0,1429.0,505.3333333333333,1514.4795218893594,-1630.0,2,0.33366798694153416,303,2748,0.015,0.85,0.0,0.055,1.0,0.01,0.005,0.0,1.25,8,120,20,300,60,0.0,8
gamma_a0p015_w0p95_rho0p2_e0p055_pe0_c0p02_vs0_m1_clip8_pos120_dh20_hi300_hc60_gh0_gm8,1181.0,-1630.0,1382.0,1429.0,393.6666666666667,1431.077061361671,-1630.0,2,0.27508418469919255,304,2760,0.015,0.95,0.2,0.055,0.0,0.02,0.005,0.0,1.0,8,120,20,300,60,0.0,8
gamma_a0p015_w0p95_rho0p2_e0p055_pe0_c0p02_vs0_m1p25_clip8_pos120_dh20_hi300_hc60_gh0_gm8,1181.0,-1630.0,1382.0,1429.0,393.6666666666667,1431.077061361671,-1630.0,2,0.27508418469919255,304,2760,0.015,0.95,0.2,0.055,0.0,0.02,0.005,0.0,1.25,8,120,20,300,60,0.0,8
