feature,target,ic_mean,abs_ic_mean,ic_min,ic_max,same_sign_days,day_2_ic,day_3_ic,day_4_ic
xcat_snack_ret_1,target_revert_5,0.004832641655315293,0.004832641655315293,0.003812006095540753,0.005940874168774249,1,0.004745044701630875,0.005940874168774249,0.003812006095540753
xcat_galaxy_ret_1,target_3,-0.004767057159720488,0.004767057159720488,-0.006696511477537455,-0.0033093188089067557,1,-0.0033093188089067557,-0.006696511477537455,-0.004295341192717251
ret_500,target_3,-0.004483623970862806,0.004483623970862806,-0.0060349384697142025,-0.0024638517466006567,1,-0.00495208169627356,-0.0060349384697142025,-0.0024638517466006567
xcat_oxygen_ret_1,target_cross_buy_5,-0.0043194438092529295,0.0043194438092529295,-0.00562445047884,-0.0027482920723636245,1,-0.0027482920723636245,-0.004585588876555164,-0.00562445047884
xcat_panel_ret_5,target_1,-0.004161320528374717,0.004161320528374717,-0.005287016608065062,-0.003259541878236065,1,-0.003259541878236065,-0.0039374030988230235,-0.005287016608065062
xcat_oxygen_ret_1,target_5,-0.004127803614643217,0.004127803614643217,-0.005773850226533735,-0.002939224028836396,1,-0.002939224028836396,-0.003670336588559519,-0.005773850226533735
xcat_snack_ret_5,target_cross_sell_5,0.004112386828057058,0.004112386828057058,0.0028897656571214647,0.006240371116176794,1,0.0028897656571214647,0.003207023710872915,0.006240371116176794
vol_20,target_cross_sell_5,-0.003964368431655355,0.003964368431655355,-0.005194794199758283,-0.0016720680012781164,1,-0.0016720680012781164,-0.005026243093929666,-0.005194794199758283
xcat_uv_ret_1,target_cross_buy_5,-0.003930639528948614,0.003930639528948614,-0.005766712565790076,-0.0029676990166074006,1,-0.003057507004448366,-0.005766712565790076,-0.0029676990166074006
xcat_oxygen_ret_1,target_cross_sell_5,0.003919046627191804,0.003919046627191804,0.002740419921341269,0.005897004287488501,1,0.0031197156727456434,0.002740419921341269,0.005897004287488501
ret_10,target_revert_5,-0.003908267983107877,0.003908267983107877,-0.005543926153645392,-0.002885931572559868,1,-0.002885931572559868,-0.003294946223118374,-0.005543926153645392
z_200,target_cross_sell_5,0.0038510393526771125,0.0038510393526771125,0.00033879418917724294,0.010780170319525793,1,0.00043415354932830225,0.00033879418917724294,0.010780170319525793
