split,product,threshold_mult,n_trades_proxy,proxy_edge_sum,proxy_edge_mean
train_d2d3_test_d4,SLEEP_POD_LAMB_WOOL,0.75,396,-2034.5,-5.137626262626263
train_d2d3_test_d4,SLEEP_POD_LAMB_WOOL,1.0,204,-1065.5,-5.223039215686274
train_d2d3_test_d4,SLEEP_POD_LAMB_WOOL,1.25,97,-378.0,-3.8969072164948453
train_d2d3_test_d4,SLEEP_POD_LAMB_WOOL,1.5,52,-26.0,-0.5
train_d2d3_test_d4,SLEEP_POD_POLYESTER,0.5,620,-3462.5,-5.584677419354839
train_d2d3_test_d4,SLEEP_POD_POLYESTER,0.75,289,-1338.0,-4.629757785467128
train_d2d3_test_d4,SLEEP_POD_POLYESTER,1.0,123,-374.0,-3.040650406504065
train_d2d3_test_d4,SLEEP_POD_POLYESTER,1.25,41,-17.5,-0.4268292682926829
train_d2d3_test_d4,SLEEP_POD_POLYESTER,1.5,15,107.5,7.166666666666667
train_d2d3_test_d4,SLEEP_POD_NYLON,0.5,625,-2244.5,-3.5912
train_d2d3_test_d4,SLEEP_POD_NYLON,0.75,269,-655.0,-2.4349442379182156
train_d2d3_test_d4,SLEEP_POD_NYLON,1.0,112,-27.5,-0.24553571428571427
train_d2d3_test_d4,SLEEP_POD_NYLON,1.25,75,107.5,1.4333333333333333
train_d2d3_test_d4,SLEEP_POD_NYLON,1.5,48,89.0,1.8541666666666667
train_d2d3_test_d4,SLEEP_POD_COTTON,0.5,806,-3364.5,-4.174317617866005
train_d2d3_test_d4,SLEEP_POD_COTTON,0.75,424,-1327.0,-3.1297169811320753
train_d2d3_test_d4,SLEEP_POD_COTTON,1.0,195,-651.0,-3.3384615384615386
train_d2d3_test_d4,SLEEP_POD_COTTON,1.25,87,134.5,1.5459770114942528
train_d2d3_test_d4,SLEEP_POD_COTTON,1.5,45,11.0,0.24444444444444444
train_d2d3_test_d4,MICROCHIP_CIRCLE,0.5,955,-5385.5,-5.639267015706806
train_d2d3_test_d4,MICROCHIP_CIRCLE,0.75,543,-3074.0,-5.661141804788214
train_d2d3_test_d4,MICROCHIP_CIRCLE,1.0,266,-1235.0,-4.642857142857143
train_d2d3_test_d4,MICROCHIP_CIRCLE,1.25,116,-464.0,-4.0
train_d2d3_test_d4,MICROCHIP_CIRCLE,1.5,56,-391.5,-6.991071428571429
train_d2d3_test_d4,MICROCHIP_OVAL,0.5,1257,-3046.0,-2.4232299124900556
train_d2d3_test_d4,MICROCHIP_OVAL,0.75,958,-2127.0,-2.220250521920668
train_d2d3_test_d4,MICROCHIP_OVAL,1.0,707,-1255.0,-1.775106082036775
