name,path,quote_size,improve,inv_skew,min_edge,n_products,returncode,total_pnl,day_2,day_3,day_4,stdout_tail,use_pebbles,pebble_take_edge,pebble_mm_edge,use_micro_lag,micro_bias_mult,micro_take_edge
mm_pos2day_q8_i2_s0p0_e1p0,research/round5/generated_traders/mm_pos2day_q8_i2_s0p0_e1p0.py,8,2,0.0,1.0,37,0,450117.0,151636.5,114380.0,184100.5,"    Finished `release` profile [optimized] target(s) in 0.02s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/mm_pos2day_q8_i2_s0p0_e1p0.py --dataset round5 --products off --artifact-mode none`
trader: mm_pos2day_q8_i2_s0p0_e1p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        6856    151636.50  runs/backtest-1777385338106-round5-day+2
D+3               3    10000        8393    114380.00  runs/backtest-1777385338106-round5-day+3
D+4               4    10000        7531    184100.50  runs/backtest-1777385338106-round5-day+4
TOTAL             -    30000       22780    450117.00  -
",,,,,,
mm_robust_q3_i1_s0p4_e0p0,research/round5/generated_traders/mm_robust_q3_i1_s0p4_e0p0.py,3,1,0.4,0.0,41,0,449040.0,140863.0,120185.5,187991.5,"package cache
    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on build directory
    Finished `release` profile [optimized] target(s) in 0.06s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/mm_robust_q3_i1_s0p4_e0p0.py --dataset round5 --products off --artifact-mode none`
trader: mm_robust_q3_i1_s0p4_e0p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7604    140863.00  runs/backtest-1777385410026-round5-day+2
D+3               3    10000        9359    120185.50  runs/backtest-1777385410026-round5-day+3
D+4               4    10000        8220    187991.50  runs/backtest-1777385410026-round5-day+4
TOTAL             -    30000       25183    449040.00  -
",,,,,,
mm_pos2day_q3_i2_s0p0_e0p0,research/round5/generated_traders/mm_pos2day_q3_i2_s0p0_e0p0.py,3,2,0.0,0.0,37,0,447148.5,152432.0,117208.0,177508.5,"    Finished `release` profile [optimized] target(s) in 0.02s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/mm_pos2day_q3_i2_s0p0_e0p0.py --dataset round5 --products off --artifact-mode none`
trader: mm_pos2day_q3_i2_s0p0_e0p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        6980    152432.00  runs/backtest-1777385309721-round5-day+2
D+3               3    10000        8554    117208.00  runs/backtest-1777385309721-round5-day+3
D+4               4    10000        7563    177508.50  runs/backtest-1777385309721-round5-day+4
TOTAL             -    30000       23097    447148.50  -
",,,,,,
mm_robust_q8_i2_s0p0_e1p0,research/round5/generated_traders/mm_robust_q8_i2_s0p0_e1p0.py,8,2,0.0,1.0,41,0,443199.5,136122.5,124954.5,182122.5,"    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on build directory
    Finished `release` profile [optimized] target(s) in 0.03s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/mm_robust_q8_i2_s0p0_e1p0.py --dataset round5 --products off --artifact-mode none`
trader: mm_robust_q8_i2_s0p0_e1p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7603    136122.50  runs/backtest-1777385438997-round5-day+2
D+3               3    10000        9291    124954.50  runs/backtest-1777385438997-round5-day+3
D+4               4    10000        8326    182122.50  runs/backtest-1777385438997-round5-day+4
TOTAL             -    30000       25220    443199.50  -
",,,,,,
mm_robust_q10_i2_s0p0_e1p0,research/round5/generated_traders/mm_robust_q10_i2_s0p0_e1p0.py,10,2,0.0,1.0,41,0,443199.5,136122.5,124954.5,182122.5,"    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on package cache
    Finished `release` profile [optimized] target(s) in 0.04s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/mm_robust_q10_i2_s0p0_e1p0.py --dataset round5 --products off --artifact-mode none`
trader: mm_robust_q10_i2_s0p0_e1p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7603    136122.50  runs/backtest-1777385453371-round5-day+2
D+3               3    10000        9291    124954.50  runs/backtest-1777385453371-round5-day+3
D+4               4    10000        8326    182122.50  runs/backtest-1777385453371-round5-day+4
TOTAL             -    30000       25220    443199.50  -
",,,,,,
mm_robust_q5_i2_s0p0_e1p0,research/round5/generated_traders/mm_robust_q5_i2_s0p0_e1p0.py,5,2,0.0,1.0,41,0,443199.5,136122.5,124954.5,182122.5,"n package cache
    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on package cache
    Finished `release` profile [optimized] target(s) in 0.05s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/mm_robust_q5_i2_s0p0_e1p0.py --dataset round5 --products off --artifact-mode none`
trader: mm_robust_q5_i2_s0p0_e1p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7603    136122.50  runs/backtest-1777385424595-round5-day+2
D+3               3    10000        9291    124954.50  runs/backtest-1777385424595-round5-day+3
D+4               4    10000        8326    182122.50  runs/backtest-1777385424595-round5-day+4
TOTAL             -    30000       25220    443199.50  -
",,,,,,
micro_all_m1p0_t4p0,research/round5/generated_traders/micro_all_m1p0_t4p0.py,5,1,,,50,0,440056.0,136164.5,126995.0,176896.5,"    Blocking waiting for file lock on package cache
    Finished `release` profile [optimized] target(s) in 0.03s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/micro_all_m1p0_t4p0.py --dataset round5 --products off --artifact-mode none`
trader: micro_all_m1p0_t4p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        9576    136164.50  runs/backtest-1777385491065-round5-day+2
D+3               3    10000       11663    126995.00  runs/backtest-1777385491065-round5-day+3
D+4               4    10000       10404    176896.50  runs/backtest-1777385491065-round5-day+4
TOTAL             -    30000       31643    440056.00  -
",,,,True,1.0,4.0
mm_pos2day_q3_i2_s0p0_e1p0,research/round5/generated_traders/mm_pos2day_q3_i2_s0p0_e1p0.py,3,2,0.0,1.0,37,0,438370.5,154074.5,108702.5,175593.5,"    Finished `release` profile [optimized] target(s) in 0.02s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/mm_pos2day_q3_i2_s0p0_e1p0.py --dataset round5 --products off --artifact-mode none`
trader: mm_pos2day_q3_i2_s0p0_e1p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        6898    154074.50  runs/backtest-1777385309734-round5-day+2
D+3               3    10000        8474    108702.50  runs/backtest-1777385309734-round5-day+3
D+4               4    10000        7487    175593.50  runs/backtest-1777385309734-round5-day+4
TOTAL             -    30000       22859    438370.50  -
",,,,,,
mm_totalpos_q3_i2_s0p0_e0p0,research/round5/generated_traders/mm_totalpos_q3_i2_s0p0_e0p0.py,3,2,0.0,0.0,38,0,434024.5,140652.0,125641.0,167731.5,"    Finished `release` profile [optimized] target(s) in 0.02s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/mm_totalpos_q3_i2_s0p0_e0p0.py --dataset round5 --products off --artifact-mode none`
trader: mm_totalpos_q3_i2_s0p0_e0p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7170    140652.00  runs/backtest-1777385252977-round5-day+2
D+3               3    10000        8771    125641.00  runs/backtest-1777385252977-round5-day+3
D+4               4    10000        7757    167731.50  runs/backtest-1777385252977-round5-day+4
TOTAL             -    30000       23698    434024.50  -
",,,,,,
mm_pos2day_q3_i1_s0p4_e1p0,research/round5/generated_traders/mm_pos2day_q3_i1_s0p4_e1p0.py,3,1,0.4,1.0,37,0,433220.5,132687.0,114710.0,185823.5,"    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on build directory
    Finished `release` profile [optimized] target(s) in 0.05s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/mm_pos2day_q3_i1_s0p4_e1p0.py --dataset round5 --products off --artifact-mode none`
trader: mm_pos2day_q3_i1_s0p4_e1p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        6705    132687.00  runs/backtest-1777385302679-round5-day+2
D+3               3    10000        8277    114710.00  runs/backtest-1777385302679-round5-day+3
D+4               4    10000        7218    185823.50  runs/backtest-1777385302679-round5-day+4
TOTAL             -    30000       22200    433220.50  -
",,,,,,
micro_all_m1p0_t6p0,research/round5/generated_traders/micro_all_m1p0_t6p0.py,5,1,,,50,0,431153.5,123593.5,114047.5,193512.5,"    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on package cache
    Finished `release` profile [optimized] target(s) in 0.04s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/micro_all_m1p0_t6p0.py --dataset round5 --products off --artifact-mode none`
trader: micro_all_m1p0_t6p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        9471    123593.50  runs/backtest-1777385491069-round5-day+2
D+3               3    10000       11580    114047.50  runs/backtest-1777385491069-round5-day+3
D+4               4    10000       10334    193512.50  runs/backtest-1777385491069-round5-day+4
TOTAL             -    30000       31385    431153.50  -
",,,,True,1.0,6.0
mm_robust_q3_i1_s0p4_e1p0,research/round5/generated_traders/mm_robust_q3_i1_s0p4_e1p0.py,3,1,0.4,1.0,41,0,426548.5,117988.0,121697.0,186863.5,"    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on build directory
    Finished `release` profile [optimized] target(s) in 0.07s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/mm_robust_q3_i1_s0p4_e1p0.py --dataset round5 --products off --artifact-mode none`
trader: mm_robust_q3_i1_s0p4_e1p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7453    117988.00  runs/backtest-1777385410040-round5-day+2
D+3               3    10000        9162    121697.00  runs/backtest-1777385410040-round5-day+3
D+4               4    10000        7990    186863.50  runs/backtest-1777385410040-round5-day+4
TOTAL             -    30000       24605    426548.50  -
",,,,,,
mm_totalpos_q3_i2_s0p0_e1p0,research/round5/generated_traders/mm_totalpos_q3_i2_s0p0_e1p0.py,3,2,0.0,1.0,38,0,425475.5,142523.5,117135.5,165816.5,"    Finished `release` profile [optimized] target(s) in 0.02s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/mm_totalpos_q3_i2_s0p0_e1p0.py --dataset round5 --products off --artifact-mode none`
trader: mm_totalpos_q3_i2_s0p0_e1p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7087    142523.50  runs/backtest-1777385252994-round5-day+2
D+3               3    10000        8691    117135.50  runs/backtest-1777385252994-round5-day+3
D+4               4    10000        7681    165816.50  runs/backtest-1777385252994-round5-day+4
TOTAL             -    30000       23459    425475.50  -
",,,,,,
mm_robust_q3_i2_s0p0_e0p0,research/round5/generated_traders/mm_robust_q3_i2_s0p0_e0p0.py,3,2,0.0,0.0,41,0,423749.0,135876.0,117944.0,169929.0,"    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on package cache
    Finished `release` profile [optimized] target(s) in 0.05s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/mm_robust_q3_i2_s0p0_e0p0.py --dataset round5 --products off --artifact-mode none`
trader: mm_robust_q3_i2_s0p0_e0p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7748    135876.00  runs/backtest-1777385417329-round5-day+2
D+3               3    10000        9470    117944.00  runs/backtest-1777385417329-round5-day+3
D+4               4    10000        8369    169929.00  runs/backtest-1777385417329-round5-day+4
TOTAL             -    30000       25587    423749.00  -
",,,,,,
mm_totalpos_q3_i1_s0p4_e1p0,research/round5/generated_traders/mm_totalpos_q3_i1_s0p4_e1p0.py,3,1,0.4,1.0,38,0,422562.5,121434.0,124119.0,177009.5,"    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on build directory
    Finished `release` profile [optimized] target(s) in 0.05s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/mm_totalpos_q3_i1_s0p4_e1p0.py --dataset round5 --products off --artifact-mode none`
trader: mm_totalpos_q3_i1_s0p4_e1p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        6894    121434.00  runs/backtest-1777385245837-round5-day+2
D+3               3    10000        8492    124119.00  runs/backtest-1777385245837-round5-day+3
D+4               4    10000        7412    177009.50  runs/backtest-1777385245837-round5-day+4
TOTAL             -    30000       22798    422562.50  -
",,,,,,
mm_robust_q5_i2_s0p4_e0p0,research/round5/generated_traders/mm_robust_q5_i2_s0p4_e0p0.py,5,2,0.4,0.0,41,0,417751.5,115012.0,119965.5,182774.0,"package cache
    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on build directory
    Finished `release` profile [optimized] target(s) in 0.06s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/mm_robust_q5_i2_s0p4_e0p0.py --dataset round5 --products off --artifact-mode none`
trader: mm_robust_q5_i2_s0p4_e0p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7355    115012.00  runs/backtest-1777385424612-round5-day+2
D+3               3    10000        9078    119965.50  runs/backtest-1777385424612-round5-day+3
D+4               4    10000        8012    182774.00  runs/backtest-1777385424612-round5-day+4
TOTAL             -    30000       24445    417751.50  -
",,,,,,
mm_robust_q10_i2_s0p4_e0p0,research/round5/generated_traders/mm_robust_q10_i2_s0p4_e0p0.py,10,2,0.4,0.0,41,0,417751.5,115012.0,119965.5,182774.0,"ckage cache
    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on build directory
    Finished `release` profile [optimized] target(s) in 0.05s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/mm_robust_q10_i2_s0p4_e0p0.py --dataset round5 --products off --artifact-mode none`
trader: mm_robust_q10_i2_s0p4_e0p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7355    115012.00  runs/backtest-1777385453391-round5-day+2
D+3               3    10000        9078    119965.50  runs/backtest-1777385453391-round5-day+3
D+4               4    10000        8012    182774.00  runs/backtest-1777385453391-round5-day+4
TOTAL             -    30000       24445    417751.50  -
",,,,,,
mm_robust_q8_i2_s0p4_e0p0,research/round5/generated_traders/mm_robust_q8_i2_s0p4_e0p0.py,8,2,0.4,0.0,41,0,417751.5,115012.0,119965.5,182774.0,"    Finished `release` profile [optimized] target(s) in 0.02s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/mm_robust_q8_i2_s0p4_e0p0.py --dataset round5 --products off --artifact-mode none`
trader: mm_robust_q8_i2_s0p4_e0p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7355    115012.00  runs/backtest-1777385438979-round5-day+2
D+3               3    10000        9078    119965.50  runs/backtest-1777385438979-round5-day+3
D+4               4    10000        8012    182774.00  runs/backtest-1777385438979-round5-day+4
TOTAL             -    30000       24445    417751.50  -
",,,,,,
mm_totalpos_q5_i2_s0p4_e0p0,research/round5/generated_traders/mm_totalpos_q5_i2_s0p4_e0p0.py,5,2,0.4,0.0,38,0,417578.0,123917.5,125255.0,168405.5,"    Finished `release` profile [optimized] target(s) in 0.03s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/mm_totalpos_q5_i2_s0p4_e0p0.py --dataset round5 --products off --artifact-mode none`
trader: mm_totalpos_q5_i2_s0p4_e0p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        6808    123917.50  runs/backtest-1777385267197-round5-day+2
D+3               3    10000        8417    125255.00  runs/backtest-1777385267197-round5-day+3
D+4               4    10000        7440    168405.50  runs/backtest-1777385267197-round5-day+4
TOTAL             -    30000       22665    417578.00  -
",,,,,,
mm_totalpos_q8_i2_s0p4_e0p0,research/round5/generated_traders/mm_totalpos_q8_i2_s0p4_e0p0.py,8,2,0.4,0.0,38,0,417578.0,123917.5,125255.0,168405.5,"    Finished `release` profile [optimized] target(s) in 0.02s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/mm_totalpos_q8_i2_s0p4_e0p0.py --dataset round5 --products off --artifact-mode none`
trader: mm_totalpos_q8_i2_s0p4_e0p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        6808    123917.50  runs/backtest-1777385281440-round5-day+2
D+3               3    10000        8417    125255.00  runs/backtest-1777385281440-round5-day+3
D+4               4    10000        7440    168405.50  runs/backtest-1777385281440-round5-day+4
TOTAL             -    30000       22665    417578.00  -
",,,,,,
mm_totalpos_q10_i2_s0p4_e0p0,research/round5/generated_traders/mm_totalpos_q10_i2_s0p4_e0p0.py,10,2,0.4,0.0,38,0,417578.0,123917.5,125255.0,168405.5,"e cache
    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on build directory
    Finished `release` profile [optimized] target(s) in 0.06s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/mm_totalpos_q10_i2_s0p4_e0p0.py --dataset round5 --products off --artifact-mode none`
trader: mm_totalpos_q10_i2_s0p4_e0p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        6808    123917.50  runs/backtest-1777385295607-round5-day+2
D+3               3    10000        8417    125255.00  runs/backtest-1777385295607-round5-day+3
D+4               4    10000        7440    168405.50  runs/backtest-1777385295607-round5-day+4
TOTAL             -    30000       22665    417578.00  -
",,,,,,
mm_pos2day_q5_i2_s0p4_e0p0,research/round5/generated_traders/mm_pos2day_q5_i2_s0p4_e0p0.py,5,2,0.4,0.0,37,0,415451.0,130210.5,108207.0,177033.5,"    Finished `release` profile [optimized] target(s) in 0.02s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/mm_pos2day_q5_i2_s0p4_e0p0.py --dataset round5 --products off --artifact-mode none`
trader: mm_pos2day_q5_i2_s0p4_e0p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        6625    130210.50  runs/backtest-1777385323968-round5-day+2
D+3               3    10000        8205    108207.00  runs/backtest-1777385323968-round5-day+3
D+4               4    10000        7252    177033.50  runs/backtest-1777385323968-round5-day+4
TOTAL             -    30000       22082    415451.00  -
",,,,,,
mm_pos2day_q8_i2_s0p4_e0p0,research/round5/generated_traders/mm_pos2day_q8_i2_s0p4_e0p0.py,8,2,0.4,0.0,37,0,415451.0,130210.5,108207.0,177033.5,"    Finished `release` profile [optimized] target(s) in 0.02s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/mm_pos2day_q8_i2_s0p4_e0p0.py --dataset round5 --products off --artifact-mode none`
trader: mm_pos2day_q8_i2_s0p4_e0p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        6625    130210.50  runs/backtest-1777385338123-round5-day+2
D+3               3    10000        8205    108207.00  runs/backtest-1777385338123-round5-day+3
D+4               4    10000        7252    177033.50  runs/backtest-1777385338123-round5-day+4
TOTAL             -    30000       22082    415451.00  -
",,,,,,
mm_pos2day_q10_i2_s0p4_e0p0,research/round5/generated_traders/mm_pos2day_q10_i2_s0p4_e0p0.py,10,2,0.4,0.0,37,0,415451.0,130210.5,108207.0,177033.5,"age cache
    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on build directory
    Finished `release` profile [optimized] target(s) in 0.05s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/mm_pos2day_q10_i2_s0p4_e0p0.py --dataset round5 --products off --artifact-mode none`
trader: mm_pos2day_q10_i2_s0p4_e0p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        6625    130210.50  runs/backtest-1777385352307-round5-day+2
D+3               3    10000        8205    108207.00  runs/backtest-1777385352307-round5-day+3
D+4               4    10000        7252    177033.50  runs/backtest-1777385352307-round5-day+4
TOTAL             -    30000       22082    415451.00  -
",,,,,,
mm_robust_q3_i2_s0p0_e1p0,research/round5/generated_traders/mm_robust_q3_i2_s0p0_e1p0.py,3,2,0.0,1.0,41,0,412963.5,137698.5,110108.5,165156.5,"package cache
    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on build directory
    Finished `release` profile [optimized] target(s) in 0.06s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/mm_robust_q3_i2_s0p0_e1p0.py --dataset round5 --products off --artifact-mode none`
trader: mm_robust_q3_i2_s0p0_e1p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7659    137698.50  runs/backtest-1777385417328-round5-day+2
D+3               3    10000        9384    110108.50  runs/backtest-1777385417328-round5-day+3
D+4               4    10000        8290    165156.50  runs/backtest-1777385417328-round5-day+4
TOTAL             -    30000       25333    412963.50  -
",,,,,,
micro_all_m1p0_t2p0,research/round5/generated_traders/micro_all_m1p0_t2p0.py,5,1,,,50,0,412359.0,126569.5,121182.0,164607.5,"    Finished `release` profile [optimized] target(s) in 0.02s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/micro_all_m1p0_t2p0.py --dataset round5 --products off --artifact-mode none`
trader: micro_all_m1p0_t2p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        9715    126569.50  runs/backtest-1777385490646-round5-day+2
D+3               3    10000       11789    121182.00  runs/backtest-1777385490646-round5-day+3
D+4               4    10000       10539    164607.50  runs/backtest-1777385490646-round5-day+4
TOTAL             -    30000       32043    412359.00  -
",,,,True,1.0,2.0
mm_robust_q10_i2_s0p4_e1p0,research/round5/generated_traders/mm_robust_q10_i2_s0p4_e1p0.py,10,2,0.4,1.0,41,0,407033.5,104746.5,128729.0,173558.0,"package cache
    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on package cache
    Finished `release` profile [optimized] target(s) in 0.06s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/mm_robust_q10_i2_s0p4_e1p0.py --dataset round5 --products off --artifact-mode none`
trader: mm_robust_q10_i2_s0p4_e1p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7025    104746.50  runs/backtest-1777385460707-round5-day+2
D+3               3    10000        8639    128729.00  runs/backtest-1777385460707-round5-day+3
D+4               4    10000        7525    173558.00  runs/backtest-1777385460707-round5-day+4
TOTAL             -    30000       23189    407033.50  -
",,,,,,
mm_robust_q8_i2_s0p4_e1p0,research/round5/generated_traders/mm_robust_q8_i2_s0p4_e1p0.py,8,2,0.4,1.0,41,0,407033.5,104746.5,128729.0,173558.0,"    Finished `release` profile [optimized] target(s) in 0.03s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/mm_robust_q8_i2_s0p4_e1p0.py --dataset round5 --products off --artifact-mode none`
trader: mm_robust_q8_i2_s0p4_e1p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7025    104746.50  runs/backtest-1777385446179-round5-day+2
D+3               3    10000        8639    128729.00  runs/backtest-1777385446179-round5-day+3
D+4               4    10000        7525    173558.00  runs/backtest-1777385446179-round5-day+4
TOTAL             -    30000       23189    407033.50  -
",,,,,,
