leader,follower,h,days,n,corr_mean,corr_min,corr_max,edge_mean,edge_min,edge_max,same_sign_corr,same_sign_edge,score
PEBBLES_S,PEBBLES_S,100,3,637,-0.0732231861829986,-0.14903740521612885,0.005031001066753735,-20.192454890567177,-43.28185657800144,5.608382295338817,False,False,6.277406025719148
SLEEP_POD_COTTON,SLEEP_POD_COTTON,200,3,712,-0.06898405709657325,-0.11832732456895545,-0.040291524764135285,-19.944470256657926,-45.26851467331119,5.0044185450819665,True,False,6.190293248287098
TRANSLATOR_SPACE_GRAY,TRANSLATOR_SPACE_GRAY,500,3,688,0.022103228464993813,-0.05882855445546789,0.15873682785555754,20.353475868079325,-8.373222954230236,63.30905706253325,False,False,6.17235244581878
MICROCHIP_TRIANGLE,MICROCHIP_TRIANGLE,500,3,539,0.02253629345801096,-0.08311817204646342,0.1517220929089562,19.666722277642283,-46.45940078158923,99.05854197349043,False,False,5.967625563666718
PEBBLES_XL,PEBBLES_XL,100,3,637,-0.03805024062418906,-0.04327957184189561,-0.033553798283907754,-18.890319276623995,-22.534911933860528,-16.60834312573443,True,True,5.781246504859766
OXYGEN_SHAKE_MINT,OXYGEN_SHAKE_MINT,100,3,722,0.07288377434104956,-0.0474952468655469,0.18328502564366472,18.406619420815755,-4.66279069767442,47.5827497665733,False,False,5.740637149267875
PEBBLES_M,PEBBLES_M,50,3,641,0.0829163665125528,0.043606757334166656,0.13013482733595688,18.03164832502724,10.466613247863247,30.615121806298276,True,True,5.65824359704583
ROBOT_LAUNDRY,ROBOT_LAUNDRY,500,3,688,-0.017217234776547952,-0.09196346202091707,0.04048416338896978,-18.453703105135613,-41.9902363042322,16.115040650406502,False,False,5.587762635870328
PEBBLES_XL,PEBBLES_XL,500,3,605,-0.01108989658579667,-0.05113918227282438,0.05177757327586424,-18.047483308787406,-79.6770309130122,45.64705882352942,False,False,5.447514682393612
SNACKPACK_STRAWBERRY,SNACKPACK_STRAWBERRY,200,3,712,0.060291334580857225,-0.02241626052024502,0.14714222842543673,16.949840257134248,10.980101052048726,26.674756659836067,False,True,5.265826080882846
UV_VISOR_ORANGE,UV_VISOR_ORANGE,500,3,688,-0.03034513526423806,-0.13240916157623767,0.05468210641496506,-16.99803078818521,-58.04756477471316,20.976626016260163,False,False,5.190444642248278
PANEL_1X2,PANEL_1X2,100,3,722,0.0796394562670127,0.023561048011077158,0.14137827122739235,16.442676422746324,5.081701346389229,22.923747276688456,True,True,5.171721295624935
TRANSLATOR_ASTRO_BLACK,TRANSLATOR_ASTRO_BLACK,100,3,722,-0.08185401915055983,-0.13295629465061148,-0.0427722327847443,-16.409638398584054,-31.141106442577033,-4.492439516129032,True,True,5.168453577026896
PANEL_2X4,PANEL_2X4,200,3,712,-0.05875595793666688,-0.08637532049657592,-0.016356815314285972,-16.45819604753201,-25.943967725409834,-11.404796511627907,True,True,5.113726688069603
SLEEP_POD_SUEDE,SLEEP_POD_SUEDE,200,3,712,-0.06409825174526933,-0.1235982266894032,0.03361622584767822,-16.255223610918822,-29.435322745901637,7.376038205980066,False,False,5.068861838511455
SNACKPACK_RASPBERRY,SNACKPACK_RASPBERRY,200,3,712,-0.057774183629545596,-0.1439312240733814,0.04003020786273812,-16.053097208830117,-24.831647028688522,-8.8881373995737,False,True,4.989251713537671
UV_VISOR_YELLOW,UV_VISOR_YELLOW,500,3,688,-0.027031736121766497,-0.04080939894829858,-0.017866930265589612,-15.752862823113917,-20.17046636615811,-12.626130233264945,True,True,4.8069540552994745
UV_VISOR_MAGENTA,UV_VISOR_MAGENTA,100,3,722,0.049292146566787626,0.02864664704865854,0.0806151158811154,15.170729820973387,6.060379707438532,31.432782537739698,True,True,4.699095385992379
SLEEP_POD_NYLON,SLEEP_POD_NYLON,500,3,688,0.036667588270884635,-0.04595589398298375,0.11689889179920887,15.257351653705983,-24.922256097560975,50.10918623204925,False,False,4.687208260924449
TRANSLATOR_ASTRO_BLACK,TRANSLATOR_ASTRO_BLACK,200,3,712,-0.05350568632469312,-0.0741555493959739,-0.022351889956196015,-14.735704903848529,-21.019587486157256,-9.619199868830956,True,True,4.581228530128638
SLEEP_POD_SUEDE,SLEEP_POD_SUEDE,500,3,688,-0.03453461729006136,-0.08077163494569248,0.016155395027220645,-14.857736894296364,-33.757108183079055,9.896702378238736,False,False,4.560924920159094
SNACKPACK_STRAWBERRY,SNACKPACK_STRAWBERRY,100,3,722,0.08734527608685844,0.01985814596598461,0.13250943527728215,14.248232699062243,1.1693186454508364,27.306100217864923,True,True,4.536505637979248
PEBBLES_XL,PEBBLES_XL,10,3,644,-0.0657820151337349,-0.10852716371143063,0.002473510921006354,-14.172547704810745,-20.199786324786324,-5.626967312348668,False,True,4.449110356844429
ROBOT_DISHES,ROBOT_DISHES,500,3,688,-0.06150485987824073,-0.13298641716606957,0.07211170405896764,-14.06738787871906,-54.047357723577235,44.641440620013675,False,False,4.40473094325044
OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE_GARLIC,500,3,688,-0.010170452635598654,-0.06907825753238986,0.06827693196940815,-14.472485187843795,-52.729313881923865,13.98868758668516,False,False,4.372256914259935
UV_VISOR_MAGENTA,UV_VISOR_MAGENTA,200,3,712,0.02695462977297706,-0.03212532086630911,0.1145441504024813,13.654407654110388,-5.878135759960649,40.512977574750835,False,False,4.177186185552047
PANEL_2X4,PANEL_2X4,100,3,722,-0.05766786712616428,-0.07973640122035079,-0.02421927073902721,-13.203030615578422,-16.77159197012138,-10.051713586291308,True,True,4.1339127860520195
SNACKPACK_RASPBERRY,SNACKPACK_RASPBERRY,100,3,722,-0.0770618321910516,-0.12226700901415134,-0.00023284037816750442,-12.93904782583104,-26.355431061313414,1.0953692370461037,True,False,4.112899844322467
UV_VISOR_ORANGE,UV_VISOR_ORANGE,200,3,712,-0.045933523902184935,-0.09930694288233266,0.03421986599173105,-12.842507561510319,-32.30218715393134,6.30577612704918,False,False,3.9905528401596504
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_SOLAR_WINDS,500,3,688,0.02270407598725636,-0.0875076239223948,0.17280147110034644,13.002361851918716,-36.59759896664387,67.57836338418863,False,False,3.9688207835373834
