name,path,n_products,micro_bias_mult,micro_take_edge,min_edge,returncode,total_pnl,day_2,day_3,day_4,stdout_tail
focus_totalpos_m2p0_t5p0_e0p5,research/round5/generated_traders/focus_totalpos_m2p0_t5p0_e0p5.py,38,2.0,5.0,0.5,0,505122.5,150313.5,188223.5,166585.5,"    Finished `release` profile [optimized] target(s) in 0.03s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_totalpos_m2p0_t5p0_e0p5.py --dataset round5 --products off --artifact-mode none`
trader: focus_totalpos_m2p0_t5p0_e0p5.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7515    150313.50  runs/backtest-1777386044390-round5-day+2
D+3               3    10000        9058    188223.50  runs/backtest-1777386044390-round5-day+3
D+4               4    10000        8162    166585.50  runs/backtest-1777386044390-round5-day+4
TOTAL             -    30000       24735    505122.50  -
"
focus_totalpos_m1p75_t4p5_e1p0,research/round5/generated_traders/focus_totalpos_m1p75_t4p5_e1p0.py,38,1.75,4.5,1.0,0,505017.5,151524.5,182751.5,170741.5,"    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on package cache
    Finished `release` profile [optimized] target(s) in 0.04s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_totalpos_m1p75_t4p5_e1p0.py --dataset round5 --products off --artifact-mode none`
trader: focus_totalpos_m1p75_t4p5_e1p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7458    151524.50  runs/backtest-1777386004140-round5-day+2
D+3               3    10000        8986    182751.50  runs/backtest-1777386004140-round5-day+3
D+4               4    10000        8096    170741.50  runs/backtest-1777386004140-round5-day+4
TOTAL             -    30000       24540    505017.50  -
"
focus_totalpos_m1p5_t3p0_e1p0,research/round5/generated_traders/focus_totalpos_m1p5_t3p0_e1p0.py,38,1.5,3.0,1.0,0,504946.5,148995.5,182845.5,173105.5,"cache
    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on build directory
    Finished `release` profile [optimized] target(s) in 0.05s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_totalpos_m1p5_t3p0_e1p0.py --dataset round5 --products off --artifact-mode none`
trader: focus_totalpos_m1p5_t3p0_e1p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7483    148995.50  runs/backtest-1777385941040-round5-day+2
D+3               3    10000        9008    182845.50  runs/backtest-1777385941040-round5-day+3
D+4               4    10000        8120    173105.50  runs/backtest-1777385941040-round5-day+4
TOTAL             -    30000       24611    504946.50  -
"
focus_robust_m1p75_t4p5_e0p5,research/round5/generated_traders/focus_robust_m1p75_t4p5_e0p5.py,41,1.75,4.5,0.5,0,504834.5,143731.5,179885.0,181218.0,"    Finished `release` profile [optimized] target(s) in 0.02s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_robust_m1p75_t4p5_e0p5.py --dataset round5 --products off --artifact-mode none`
trader: focus_robust_m1p75_t4p5_e0p5.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        8047    143731.50  runs/backtest-1777386292668-round5-day+2
D+3               3    10000        9719    179885.00  runs/backtest-1777386292668-round5-day+3
D+4               4    10000        8724    181218.00  runs/backtest-1777386292668-round5-day+4
TOTAL             -    30000       26490    504834.50  -
"
focus_robust_m2p0_t6p0_e1p0,research/round5/generated_traders/focus_robust_m2p0_t6p0_e1p0.py,41,2.0,6.0,1.0,0,504816.5,145386.5,178648.0,180782.0,"    Finished `release` profile [optimized] target(s) in 0.03s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_robust_m2p0_t6p0_e1p0.py --dataset round5 --products off --artifact-mode none`
trader: focus_robust_m2p0_t6p0_e1p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        8021    145386.50  runs/backtest-1777386357002-round5-day+2
D+3               3    10000        9654    178648.00  runs/backtest-1777386357002-round5-day+3
D+4               4    10000        8697    180782.00  runs/backtest-1777386357002-round5-day+4
TOTAL             -    30000       26372    504816.50  -
"
focus_totalpos_m2p0_t5p0_e0p0,research/round5/generated_traders/focus_totalpos_m2p0_t5p0_e0p0.py,38,2.0,5.0,0.0,0,504774.5,150293.5,187956.5,166524.5,"    Finished `release` profile [optimized] target(s) in 0.02s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_totalpos_m2p0_t5p0_e0p0.py --dataset round5 --products off --artifact-mode none`
trader: focus_totalpos_m2p0_t5p0_e0p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7518    150293.50  runs/backtest-1777386043755-round5-day+2
D+3               3    10000        9067    187956.50  runs/backtest-1777386043755-round5-day+3
D+4               4    10000        8172    166524.50  runs/backtest-1777386043755-round5-day+4
TOTAL             -    30000       24757    504774.50  -
"
focus_robust_m1p5_t3p0_e0p0,research/round5/generated_traders/focus_robust_m1p5_t3p0_e0p0.py,41,1.5,3.0,0.0,0,504690.5,142454.5,177975.0,184261.0,"    Finished `release` profile [optimized] target(s) in 0.02s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_robust_m1p5_t3p0_e0p0.py --dataset round5 --products off --artifact-mode none`
trader: focus_robust_m1p5_t3p0_e0p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        8077    142454.50  runs/backtest-1777386229874-round5-day+2
D+3               3    10000        9748    177975.00  runs/backtest-1777386229874-round5-day+3
D+4               4    10000        8761    184261.00  runs/backtest-1777386229874-round5-day+4
TOTAL             -    30000       26586    504690.50  -
"
focus_totalpos_m1p75_t4p0_e1p0,research/round5/generated_traders/focus_totalpos_m1p75_t4p0_e1p0.py,38,1.75,4.0,1.0,0,504655.5,148145.5,188062.5,168447.5,"    Finished `release` profile [optimized] target(s) in 0.02s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_totalpos_m1p75_t4p0_e1p0.py --dataset round5 --products off --artifact-mode none`
trader: focus_totalpos_m1p75_t4p0_e1p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7494    148145.50  runs/backtest-1777385996185-round5-day+2
D+3               3    10000        9020    188062.50  runs/backtest-1777385996185-round5-day+3
D+4               4    10000        8137    168447.50  runs/backtest-1777385996185-round5-day+4
TOTAL             -    30000       24651    504655.50  -
"
focus_totalpos_m1p75_t3p0_e0p5,research/round5/generated_traders/focus_totalpos_m1p75_t3p0_e0p5.py,38,1.75,3.0,0.5,0,504520.5,151036.5,191476.5,162007.5,"    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on build directory
    Finished `release` profile [optimized] target(s) in 0.03s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_totalpos_m1p75_t3p0_e0p5.py --dataset round5 --products off --artifact-mode none`
trader: focus_totalpos_m1p75_t3p0_e0p5.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7595    151036.50  runs/backtest-1777385980372-round5-day+2
D+3               3    10000        9104    191476.50  runs/backtest-1777385980372-round5-day+3
D+4               4    10000        8216    162007.50  runs/backtest-1777385980372-round5-day+4
TOTAL             -    30000       24915    504520.50  -
"
focus_robust_m1p75_t4p0_e0p5,research/round5/generated_traders/focus_robust_m1p75_t4p0_e0p5.py,41,1.75,4.0,0.5,0,504459.5,140326.5,185188.0,178945.0,"    Finished `release` profile [optimized] target(s) in 0.02s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_robust_m1p75_t4p0_e0p5.py --dataset round5 --products off --artifact-mode none`
trader: focus_robust_m1p75_t4p0_e0p5.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        8083    140326.50  runs/backtest-1777386286330-round5-day+2
D+3               3    10000        9753    185188.00  runs/backtest-1777386286330-round5-day+3
D+4               4    10000        8766    178945.00  runs/backtest-1777386286330-round5-day+4
TOTAL             -    30000       26602    504459.50  -
"
focus_robust_m1p75_t4p5_e0p0,research/round5/generated_traders/focus_robust_m1p75_t4p5_e0p0.py,41,1.75,4.5,0.0,0,503821.5,143762.5,179085.0,180974.0,"    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on build directory
    Finished `release` profile [optimized] target(s) in 0.03s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_robust_m1p75_t4p5_e0p0.py --dataset round5 --products off --artifact-mode none`
trader: focus_robust_m1p75_t4p5_e0p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        8051    143762.50  runs/backtest-1777386292678-round5-day+2
D+3               3    10000        9725    179085.00  runs/backtest-1777386292678-round5-day+3
D+4               4    10000        8731    180974.00  runs/backtest-1777386292678-round5-day+4
TOTAL             -    30000       26507    503821.50  -
"
focus_totalpos_m1p75_t3p0_e0p0,research/round5/generated_traders/focus_totalpos_m1p75_t3p0_e0p0.py,38,1.75,3.0,0.0,0,503541.5,151071.5,191018.5,161451.5,"    Blocking waiting for file lock on package cache
    Finished `release` profile [optimized] target(s) in 0.03s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_totalpos_m1p75_t3p0_e0p0.py --dataset round5 --products off --artifact-mode none`
trader: focus_totalpos_m1p75_t3p0_e0p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7599    151071.50  runs/backtest-1777385980375-round5-day+2
D+3               3    10000        9110    191018.50  runs/backtest-1777385980375-round5-day+3
D+4               4    10000        8224    161451.50  runs/backtest-1777385980375-round5-day+4
TOTAL             -    30000       24933    503541.50  -
"
focus_robust_m1p75_t4p0_e0p0,research/round5/generated_traders/focus_robust_m1p75_t4p0_e0p0.py,41,1.75,4.0,0.0,0,503402.5,140343.5,184475.0,178584.0,"    Finished `release` profile [optimized] target(s) in 0.02s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_robust_m1p75_t4p0_e0p0.py --dataset round5 --products off --artifact-mode none`
trader: focus_robust_m1p75_t4p0_e0p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        8086    140343.50  runs/backtest-1777386284612-round5-day+2
D+3               3    10000        9759    184475.00  runs/backtest-1777386284612-round5-day+3
D+4               4    10000        8774    178584.00  runs/backtest-1777386284612-round5-day+4
TOTAL             -    30000       26619    503402.50  -
"
focus_robust_m1p5_t3p0_e0p5,research/round5/generated_traders/focus_robust_m1p5_t3p0_e0p5.py,41,1.5,3.0,0.5,0,503106.5,141192.5,178490.0,183424.0,"    Finished `release` profile [optimized] target(s) in 0.02s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_robust_m1p5_t3p0_e0p5.py --dataset round5 --products off --artifact-mode none`
trader: focus_robust_m1p5_t3p0_e0p5.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        8072    141192.50  runs/backtest-1777386236313-round5-day+2
D+3               3    10000        9746    178490.00  runs/backtest-1777386236313-round5-day+3
D+4               4    10000        8752    183424.00  runs/backtest-1777386236313-round5-day+4
TOTAL             -    30000       26570    503106.50  -
"
focus_totalpos_m2p0_t5p0_e1p0,research/round5/generated_traders/focus_totalpos_m2p0_t5p0_e1p0.py,38,2.0,5.0,1.0,0,502643.5,150476.5,186018.5,166148.5,"    Finished `release` profile [optimized] target(s) in 0.03s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_totalpos_m2p0_t5p0_e1p0.py --dataset round5 --products off --artifact-mode none`
trader: focus_totalpos_m2p0_t5p0_e1p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7495    150476.50  runs/backtest-1777386051737-round5-day+2
D+3               3    10000        9019    186018.50  runs/backtest-1777386051737-round5-day+3
D+4               4    10000        8145    166148.50  runs/backtest-1777386051737-round5-day+4
TOTAL             -    30000       24659    502643.50  -
"
focus_totalpos_m2p0_t5p5_e0p5,research/round5/generated_traders/focus_totalpos_m2p0_t5p5_e0p5.py,38,2.0,5.5,0.5,0,502134.5,147267.5,187267.5,167599.5,"cache
    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on build directory
    Finished `release` profile [optimized] target(s) in 0.05s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_totalpos_m2p0_t5p5_e0p5.py --dataset round5 --products off --artifact-mode none`
trader: focus_totalpos_m2p0_t5p5_e0p5.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7490    147267.50  runs/backtest-1777386051725-round5-day+2
D+3               3    10000        9034    187267.50  runs/backtest-1777386051725-round5-day+3
D+4               4    10000        8129    167599.50  runs/backtest-1777386051725-round5-day+4
TOTAL             -    30000       24653    502134.50  -
"
focus_totalpos_m2p0_t5p5_e0p0,research/round5/generated_traders/focus_totalpos_m2p0_t5p5_e0p0.py,38,2.0,5.5,0.0,0,501841.5,147247.5,186956.5,167637.5,"    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on package cache
    Finished `release` profile [optimized] target(s) in 0.04s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_totalpos_m2p0_t5p5_e0p0.py --dataset round5 --products off --artifact-mode none`
trader: focus_totalpos_m2p0_t5p5_e0p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7493    147247.50  runs/backtest-1777386051733-round5-day+2
D+3               3    10000        9043    186956.50  runs/backtest-1777386051733-round5-day+3
D+4               4    10000        8138    167637.50  runs/backtest-1777386051733-round5-day+4
TOTAL             -    30000       24674    501841.50  -
"
focus_robust_m2p0_t5p0_e0p5,research/round5/generated_traders/focus_robust_m2p0_t5p0_e0p5.py,41,2.0,5.0,0.5,0,501628.5,142715.5,182337.0,176576.0,"    Finished `release` profile [optimized] target(s) in 0.02s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_robust_m2p0_t5p0_e0p5.py --dataset round5 --products off --artifact-mode none`
trader: focus_robust_m2p0_t5p0_e0p5.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        8085    142715.50  runs/backtest-1777386341067-round5-day+2
D+3               3    10000        9749    182337.00  runs/backtest-1777386341067-round5-day+3
D+4               4    10000        8772    176576.00  runs/backtest-1777386341067-round5-day+4
TOTAL             -    30000       26606    501628.50  -
"
focus_robust_m1p75_t4p5_e1p0,research/round5/generated_traders/focus_robust_m1p75_t4p5_e1p0.py,41,1.75,4.5,1.0,0,501557.5,143926.5,176865.0,180766.0,"    Finished `release` profile [optimized] target(s) in 0.02s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_robust_m1p75_t4p5_e1p0.py --dataset round5 --products off --artifact-mode none`
trader: focus_robust_m1p75_t4p5_e1p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        8028    143926.50  runs/backtest-1777386294428-round5-day+2
D+3               3    10000        9677    176865.00  runs/backtest-1777386294428-round5-day+3
D+4               4    10000        8705    180766.00  runs/backtest-1777386294428-round5-day+4
TOTAL             -    30000       26410    501557.50  -
"
focus_robust_m1p5_t3p0_e1p0,research/round5/generated_traders/focus_robust_m1p5_t3p0_e1p0.py,41,1.5,3.0,1.0,0,501486.5,141397.5,176959.0,183130.0,"    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on package cache
    Finished `release` profile [optimized] target(s) in 0.03s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_robust_m1p5_t3p0_e1p0.py --dataset round5 --products off --artifact-mode none`
trader: focus_robust_m1p5_t3p0_e1p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        8053    141397.50  runs/backtest-1777386236323-round5-day+2
D+3               3    10000        9699    176959.00  runs/backtest-1777386236323-round5-day+3
D+4               4    10000        8729    183130.00  runs/backtest-1777386236323-round5-day+4
TOTAL             -    30000       26481    501486.50  -
"
focus_robust_m2p0_t5p0_e0p0,research/round5/generated_traders/focus_robust_m2p0_t5p0_e0p0.py,41,2.0,5.0,0.0,0,501280.5,142695.5,182070.0,176515.0,"    Finished `release` profile [optimized] target(s) in 0.02s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_robust_m2p0_t5p0_e0p0.py --dataset round5 --products off --artifact-mode none`
trader: focus_robust_m2p0_t5p0_e0p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        8088    142695.50  runs/backtest-1777386340850-round5-day+2
D+3               3    10000        9758    182070.00  runs/backtest-1777386340850-round5-day+3
D+4               4    10000        8782    176515.00  runs/backtest-1777386340850-round5-day+4
TOTAL             -    30000       26628    501280.50  -
"
focus_robust_m1p75_t4p0_e1p0,research/round5/generated_traders/focus_robust_m1p75_t4p0_e1p0.py,41,1.75,4.0,1.0,0,501195.5,140547.5,182176.0,178472.0,"    Blocking waiting for file lock on package cache
    Finished `release` profile [optimized] target(s) in 0.03s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_robust_m1p75_t4p0_e1p0.py --dataset round5 --products off --artifact-mode none`
trader: focus_robust_m1p75_t4p0_e1p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        8064    140547.50  runs/backtest-1777386292657-round5-day+2
D+3               3    10000        9711    182176.00  runs/backtest-1777386292657-round5-day+3
D+4               4    10000        8746    178472.00  runs/backtest-1777386292657-round5-day+4
TOTAL             -    30000       26521    501195.50  -
"
focus_robust_m1p75_t3p0_e0p5,research/round5/generated_traders/focus_robust_m1p75_t3p0_e0p5.py,41,1.75,3.0,0.5,0,501026.5,143438.5,185590.0,171998.0,"    Finished `release` profile [optimized] target(s) in 0.02s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_robust_m1p75_t3p0_e0p5.py --dataset round5 --products off --artifact-mode none`
trader: focus_robust_m1p75_t3p0_e0p5.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        8165    143438.50  runs/backtest-1777386276625-round5-day+2
D+3               3    10000        9795    185590.00  runs/backtest-1777386276625-round5-day+3
D+4               4    10000        8826    171998.00  runs/backtest-1777386276625-round5-day+4
TOTAL             -    30000       26786    501026.50  -
"
focus_totalpos_m1p75_t3p0_e1p0,research/round5/generated_traders/focus_totalpos_m1p75_t3p0_e1p0.py,38,1.75,3.0,1.0,0,501014.5,151193.5,188511.5,161309.5,"    Finished `release` profile [optimized] target(s) in 0.02s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_totalpos_m1p75_t3p0_e1p0.py --dataset round5 --products off --artifact-mode none`
trader: focus_totalpos_m1p75_t3p0_e1p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7576    151193.50  runs/backtest-1777385980739-round5-day+2
D+3               3    10000        9062    188511.50  runs/backtest-1777385980739-round5-day+3
D+4               4    10000        8197    161309.50  runs/backtest-1777385980739-round5-day+4
TOTAL             -    30000       24835    501014.50  -
"
focus_totalpos_m2p0_t4p0_e0p0,research/round5/generated_traders/focus_totalpos_m2p0_t4p0_e0p0.py,38,2.0,4.0,0.0,0,500501.5,149705.5,189326.5,161469.5,"    Finished `release` profile [optimized] target(s) in 0.02s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_totalpos_m2p0_t4p0_e0p0.py --dataset round5 --products off --artifact-mode none`
trader: focus_totalpos_m2p0_t4p0_e0p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7601    149705.50  runs/backtest-1777386035795-round5-day+2
D+3               3    10000        9110    189326.50  runs/backtest-1777386035795-round5-day+3
D+4               4    10000        8216    161469.50  runs/backtest-1777386035795-round5-day+4
TOTAL             -    30000       24927    500501.50  -
"
focus_totalpos_m2p0_t4p0_e0p5,research/round5/generated_traders/focus_totalpos_m2p0_t4p0_e0p5.py,38,2.0,4.0,0.5,0,500500.5,149661.5,189424.5,161414.5,"    Finished `release` profile [optimized] target(s) in 0.02s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_totalpos_m2p0_t4p0_e0p5.py --dataset round5 --products off --artifact-mode none`
trader: focus_totalpos_m2p0_t4p0_e0p5.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7598    149661.50  runs/backtest-1777386035794-round5-day+2
D+3               3    10000        9100    189424.50  runs/backtest-1777386035794-round5-day+3
D+4               4    10000        8205    161414.50  runs/backtest-1777386035794-round5-day+4
TOTAL             -    30000       24903    500500.50  -
"
focus_totalpos_m2p0_t3p5_e0p5,research/round5/generated_traders/focus_totalpos_m2p0_t3p5_e0p5.py,38,2.0,3.5,0.5,0,500180.5,149495.5,188858.5,161826.5,"    Finished `release` profile [optimized] target(s) in 0.02s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_totalpos_m2p0_t3p5_e0p5.py --dataset round5 --products off --artifact-mode none`
trader: focus_totalpos_m2p0_t3p5_e0p5.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7621    149495.50  runs/backtest-1777386027852-round5-day+2
D+3               3    10000        9120    188858.50  runs/backtest-1777386027852-round5-day+3
D+4               4    10000        8242    161826.50  runs/backtest-1777386027852-round5-day+4
TOTAL             -    30000       24983    500180.50  -
"
focus_robust_m1p75_t3p0_e0p0,research/round5/generated_traders/focus_robust_m1p75_t3p0_e0p0.py,41,1.75,3.0,0.0,0,500047.5,143473.5,185132.0,171442.0,"    Finished `release` profile [optimized] target(s) in 0.02s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_robust_m1p75_t3p0_e0p0.py --dataset round5 --products off --artifact-mode none`
trader: focus_robust_m1p75_t3p0_e0p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        8169    143473.50  runs/backtest-1777386276621-round5-day+2
D+3               3    10000        9801    185132.00  runs/backtest-1777386276621-round5-day+3
D+4               4    10000        8834    171442.00  runs/backtest-1777386276621-round5-day+4
TOTAL             -    30000       26804    500047.50  -
"
focus_totalpos_m1p75_t3p5_e0p5,research/round5/generated_traders/focus_totalpos_m1p75_t3p5_e0p5.py,38,1.75,3.5,0.5,0,499877.5,150362.5,184789.5,164725.5,"    Finished `release` profile [optimized] target(s) in 0.02s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_totalpos_m1p75_t3p5_e0p5.py --dataset round5 --products off --artifact-mode none`
trader: focus_totalpos_m1p75_t3p5_e0p5.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7554    150362.50  runs/backtest-1777385988197-round5-day+2
D+3               3    10000        9083    184789.50  runs/backtest-1777385988197-round5-day+3
D+4               4    10000        8177    164725.50  runs/backtest-1777385988197-round5-day+4
TOTAL             -    30000       24814    499877.50  -
"
